Gene,Transcript,UTR5_Length,UTR3_Length,CDS_Length,UTR5_GC_Content,UTR3_GC_Content,CDS_GC_Content,uATG_count,Transcript_FE,Translate_FE,CAI
PKHD1,ENST00000371117,276,3781,12225,0.405797101449275,0.376884422110553,0.482126789366053,4,-6.8,-4,0.672392875583641
ATG4C,ENST00000371120,159,1354,1377,0.490566037735849,0.302067946824224,0.371822803195352,2,-7.9,-0.4,0.621024695305315
SMARCA1,ENST00000371122,130,804,3165,0.669230769230769,0.310945273631841,0.415481832543444,0,-2.6,-8.7,0.655723785277299
ACTRT1,ENST00000371124,192,114,1131,0.4375,0.421052631578947,0.503094606542882,2,0,-2.7,0.696520624805571
PRR32,ENST00000371125,80,251,897,0.4625,0.398406374501992,0.528428093645485,0,-4.4,-0.6,0.677911160156615
DCAF12L1,ENST00000371126,243,1747,1392,0.736625514403292,0.326273611906125,0.632902298850575,0,-0.9,-4.9,0.753687851797824
ANGPTL3,ENST00000371129,80,1342,1383,0.325,0.26080476900149,0.359363702096891,0,-2.7,0,0.57789969733041
TENM1,ENST00000371130,64,4633,8178,0.390625,0.33908914310382,0.469307899241868,1,-1.5,-1.7,0.671243973785214
SH2D1A,ENST00000371139,299,1764,387,0.521739130434783,0.335600907029478,0.48062015503876,3,0,-9.2,0.677915616880716
STX16,ENST00000371141,724,3235,978,0.611878453038674,0.429057187017002,0.503067484662577,1,-7.2,-4.4,0.680890706669504
TM9SF3,ENST00000371142,217,4154,1770,0.811059907834101,0.328598940779971,0.396045197740113,1,-3.9,-10.5,0.635843295291055
USP1,ENST00000371146,328,821,2358,0.518292682926829,0.311814859926918,0.364715860899067,4,-9.5,-1.8,0.597076934695405
DEFB110,ENST00000371148,46,134,204,0.41304347826087,0.380597014925373,0.367647058823529,0,-9.8,-0.1,0.654572836158735
APCDD1L,ENST00000371149,231,1689,1506,0.718614718614719,0.515689757252812,0.685922974767596,1,-2.2,-5.9,0.750156910324423
KANK4,ENST00000371153,379,1298,2988,0.730870712401055,0.431432973805855,0.575970548862115,1,-8.9,-5.9,0.729208544699367
INADL,ENST00000371158,114,2985,5406,0.605263157894737,0.4,0.45338512763596,0,-7.5,-0.2,0.639349482289806
STAG2,ENST00000371160,290,2059,3696,0.513793103448276,0.29528897523069503,0.393398268398268,4,-3.9,0,0.628161900981955
C20orf85,ENST00000371168,61,328,414,0.737704918032787,0.457317073170732,0.567632850241546,0,-6.3,-4.8,0.747174951283757
OPALIN,ENST00000371172,406,2725,426,0.529556650246305,0.427889908256881,0.495305164319249,6,0,-3,0.620077010275413
ZBP1,ENST00000371173,178,727,1290,0.629213483146067,0.541953232462173,0.572868217054264,0,-7.3,-10.2,0.735163766997682
DNTT,ENST00000371174,102,340,1530,0.598039215686274,0.355882352941176,0.465359477124183,2,-1.2,-1.2,0.657406617842704
RHAG,ENST00000371175,27,655,1230,0.518518518518518,0.337404580152672,0.466666666666667,0,-2.9,-3.6,0.658167706136084
GLYATL3,ENST00000371197,113,133,867,0.433628318584071,0.443609022556391,0.491349480968858,0,-0.2,-0.8,0.655137275298073
C1orf87,ENST00000371201,108,279,1641,0.611111111111111,0.397849462365591,0.459475929311395,0,-5.8,-6,0.677466293984844
CYP2J2,ENST00000371204,44,343,1509,0.681818181818182,0.352769679300292,0.491716368455931,0,-8.8,-9.7,0.705148917035609
ENTPD1,ENST00000371205,283,219,1533,0.49469964664311,0.470319634703196,0.463796477495108,3,-1.5,-2.6,0.706927527737396
HOOK1,ENST00000371208,257,3413,2187,0.75875486381323,0.308233225900967,0.405578417924097,0,-12,-7.7,0.609625074731551
OPN5,ENST00000371211,28,708,1065,0.5,0.44774011299435,0.488262910798122,0,-4.3,-1.1,0.700802251293678
JUN,ENST00000371222,1257,1287,996,0.646778042959427,0.428904428904429,0.643574297188755,3,-4.6,-2.8,0.711577335396037
ALDH18A1,ENST00000371224,138,833,2388,0.63768115942029,0.417767106842737,0.510887772194305,0,0,-0.3,0.702279781369156
TACSTD2,ENST00000371225,617,762,972,0.627228525121556,0.438320209973753,0.674897119341564,4,-8.9,-9.4,0.783826755868976
OMA1,ENST00000371226,114,246,1575,0.640350877192982,0.219512195121951,0.4,1,-10.4,-1.1,0.603092817016233
DAB1,ENST00000371236,264,3366,1668,0.628787878787879,0.377005347593583,0.508992805755396,5,-10.4,-3.6,0.686477152550798
C8B,ENST00000371237,67,194,1776,0.537313432835821,0.427835051546392,0.483671171171171,1,-6.1,-2.7,0.703604717986626
PRKAA2,ENST00000371244,66,7622,1659,0.833333333333333,0.329965888218315,0.433996383363472,0,-13.2,-5,0.660485671801047
SORBS1,ENST00000371249,190,3286,2451,0.615789473684211,0.415398660986001,0.497756017951856,1,-8.5,-3.2,0.692743037353894
PLPP3,ENST00000371250,552,1804,936,0.668478260869565,0.402993348115299,0.538461538461538,0,0,-0.7,0.736136366643881
ADGRF1,ENST00000371253,216,2519,2733,0.481481481481481,0.394204049225883,0.448957189901207,4,-3,-3.1,0.67027851792447
SPO11,ENST00000371263,109,534,1191,0.715596330275229,0.273408239700375,0.399664147774979,0,-10.4,-4.5,0.596905171429852
BSND,ENST00000371265,254,2255,963,0.606299212598425,0.523281596452328,0.604361370716511,0,0,-5.7,0.78396356946024
TMEM61,ENST00000371268,274,190,633,0.766423357664234,0.431578947368421,0.638230647709321,0,-10.5,-4.2,0.749755675229211
DHCR24,ENST00000371269,99,2600,1551,0.777777777777778,0.521153846153846,0.578981302385558,0,-11.7,-7.4,0.826986841942018
CYP2C8,ENST00000371270,95,355,1473,0.38947368421052603,0.343661971830986,0.439918533604888,1,-2.6,-5.3,0.709427161693816
TTC22,ENST00000371276,104,1531,1710,0.711538461538462,0.525146962769432,0.676023391812866,0,-4.8,-8.4,0.772044944411968
PARS2,ENST00000371279,83,836,1428,0.746987951807229,0.479665071770335,0.563025210084034,0,-9,-4.8,0.762132972108039
TTC4,ENST00000371281,87,1144,1164,0.701149425287356,0.498251748251748,0.475945017182131,0,-5,-4.2,0.694015512664139
CT47B1,ENST00000371311,259,169,900,0.586872586872587,0.349112426035503,0.665555555555556,0,0,-6.7,0.721308089730831
C1GALT1C1,ENST00000371313,256,279,957,0.421875,0.279569892473118,0.392894461859979,3,-3.1,-3.8,0.651263900824104
ACOT11,ENST00000371316,82,4463,1824,0.658536585365854,0.450369706475465,0.600328947368421,0,-7.1,-6.9,0.789238760167416
MCTS1,ENST00000371317,257,215,546,0.575875486381323,0.353488372093023,0.36996336996337,0,-4.8,-4.9,0.623786111533111
SSBP3,ENST00000371320,411,499,1167,0.793187347931874,0.428857715430862,0.560411311053985,1,-3.2,-6.2,0.676712240056456
CYP2C19,ENST00000371321,82,346,1473,0.414634146341463,0.369942196531792,0.458248472505092,1,-4.1,-5.8,0.714856136543678
CUL4B,ENST00000371322,62,2152,2688,0.5,0.349907063197026,0.395833333333333,1,-1.7,0,0.638981078229164
FAM209B,ENST00000371325,96,82,516,0.604166666666667,0.317073170731707,0.478682170542636,1,-8.3,-2.8,0.666054935375522
FAM209A,ENST00000371328,323,72,516,0.575851393188854,0.333333333333333,0.484496124031008,6,0,-2.8,0.663870728246113
CDCP2,ENST00000371330,848,525,1350,0.523584905660377,0.48952380952381,0.61037037037037,8,-9.9,-3.5,0.793751410886977
SLC25A27,ENST00000371347,252,1739,972,0.646825396825397,0.367452558941921,0.461934156378601,1,-10.4,-4.8,0.60689831589586
LDLRAD1,ENST00000371360,18,149,618,0.555555555555556,0.483221476510067,0.597087378640777,0,-1.1,-6.1,0.739984201823237
NOC3L,ENST00000371361,101,951,2403,0.524752475247525,0.336487907465825,0.386183936745734,0,-3.4,-5.4,0.615792448902835
CACNA1B,ENST00000371372,145,2625,7020,0.855172413793103,0.496,0.605270655270655,1,-14,-13,0.771401265915838
PLCE1,ENST00000371380,235,4880,6909,0.331914893617021,0.384631147540984,0.46287451150673,4,0,-2.1,0.683516035481924
FAM210B,ENST00000371384,91,2376,579,0.813186813186813,0.422979797979798,0.57685664939551,0,-8.5,-8.4,0.66048711674508
SLC35G1,ENST00000371408,61,2334,1095,0.770491803278688,0.337617823479006,0.478538812785388,0,-11,-9.1,0.591070162506994
PFDN4,ENST00000371419,254,803,405,0.598425196850394,0.265255292652553,0.37283950617284,3,-11.2,-4,0.572196974614599
ARRDC1,ENST00000371421,64,220,1302,0.875,0.645454545454546,0.635176651305684,0,-10,-8.8,0.754153274078522
NDC1,ENST00000371429,599,2510,2025,0.572621035058431,0.352589641434263,0.426172839506173,5,-4.9,-10.4,0.612729142259484
AKAP14,ENST00000371431,274,109,594,0.478102189781022,0.321100917431193,0.422558922558923,3,-6,-3.2,0.656257157310389
NDUFA1,ENST00000371437,425,128,213,0.630588235294118,0.3203125,0.483568075117371,0,-12.1,-4.7,0.723316103992673
RUNX2,ENST00000371438,358,3774,1566,0.377094972067039,0.379968203497615,0.5727969348659,5,-2.2,-5.9,0.693750786801887
RNF113A,ENST00000371442,214,107,1032,0.658878504672897,0.373831775700935,0.539728682170543,0,-14.9,-2.5,0.739272336131348
MRPL41,ENST00000371443,788,60,414,0.762690355329949,0.6,0.654589371980676,0,-15.6,-14.2,0.765349503240262
DMRTB1,ENST00000371445,55,826,1029,0.581818181818182,0.49636803874092,0.693877551020408,0,-6.1,-3.4,0.721897004184101
PDE6C,ENST00000371447,138,592,2577,0.478260869565217,0.366554054054054,0.440822662010089,2,-5.9,-3.3,0.696157786118648
SUPT3H,ENST00000371460,318,1084,987,0.515723270440252,0.392066420664207,0.426545086119554,4,0,-8.3,0.642249195043922
RBP4,ENST00000371464,74,388,606,0.77027027027027,0.427835051546392,0.595709570957096,0,-8.2,-3.9,0.793327271417519
MAGOH,ENST00000371470,162,153,441,0.654320987654321,0.300653594771242,0.424036281179138,0,-5.3,-3.9,0.704552461303638
CDC5L,ENST00000371477,299,3715,2409,0.551839464882943,0.348317631224764,0.428808634288086,2,-3.7,0,0.642978428761711
FFAR4,ENST00000371481,56,2463,1086,0.714285714285714,0.459196102314251,0.593001841620626,1,-2,-9.9,0.730316761902965
CEP55,ENST00000371485,304,939,1395,0.677631578947368,0.338658146964856,0.406451612903226,1,-10,-2.1,0.611517855210989
CPT2,ENST00000371486,515,602,1977,0.578640776699029,0.443521594684385,0.528072837632777,2,-1.3,-5.4,0.739450258324843
SLC1A7,ENST00000371494,128,826,1683,0.671875,0.582324455205811,0.603683897801545,2,-2.9,-4.2,0.801284220956923
TSHZ2,ENST00000371497,887,8195,3105,0.54227733934611,0.376205003050641,0.518840579710145,2,0,0,0.714023272446987
TCTE1,ENST00000371505,123,1438,1506,0.642276422764228,0.536856745479833,0.586985391766268,0,-11.8,-2,0.768634062725855
SCP2,ENST00000371514,168,999,1644,0.761904761904762,0.296296296296296,0.444038929440389,0,-1.8,-5.7,0.668076271496207
ECHDC2,ENST00000371522,94,536,879,0.712765957446808,0.449626865671642,0.633674630261661,0,-6.7,-6.9,0.717520465369962
NKRF,ENST00000371527,653,1015,2073,0.330781010719755,0.340886699507389,0.426917510853835,12,-2.8,-3.1,0.6695543738713
ZYG11A,ENST00000371528,148,2041,2280,0.743243243243243,0.430671239588437,0.454824561403509,0,-11.4,-5.3,0.654689623653613
COA7,ENST00000371538,40,3269,696,0.725,0.441113490364026,0.524425287356322,0,-6.5,-7.9,0.770207456598505
LRRC26,ENST00000371542,108,96,1005,0.768518518518518,0.645833333333333,0.754228855721393,0,-4.3,-10.4,0.656133174249825
GRIN1,ENST00000371553,6,913,2832,0.833333333333333,0.741511500547645,0.603813559322034,0,-5,-5,0.793233064560746
ORC1,ENST00000371566,144,350,2586,0.638888888888889,0.46,0.506573859242073,0,-4.5,-5,0.694770913070019
KCNG1,ENST00000371571,286,383,1542,0.776223776223776,0.584856396866841,0.66083009079118,1,-13,-3.1,0.78858828461623
DPP7,ENST00000371579,5,106,1479,0.8,0.632075471698113,0.666666666666667,0,-9.7,-9.7,0.757774903931266
CC2D1B,ENST00000371586,139,2926,2577,0.719424460431655,0.469241285030759,0.59604190919674,0,-4.9,-5.9,0.768919331074608
DPM1,ENST00000371588,27,265,783,0.666666666666667,0.256603773584906,0.412515964240102,0,-6.3,-3.8,0.616898734410128
MAN1B1,ENST00000371589,73,596,2100,0.684931506849315,0.629194630872483,0.585714285714286,1,-4.1,-9.6,0.757015673778383
ZFYVE9,ENST00000371591,131,465,4278,0.473282442748092,0.432258064516129,0.434548854604956,1,-6.5,-3.8,0.652985201930462
NPDC1,ENST00000371601,214,302,978,0.752336448598131,0.605960264900662,0.698364008179959,1,-11.1,-7.8,0.733146139802874
BCAS4,ENST00000371608,0,6068,612,NA,0.483355306526038,0.648692810457516,0,-8,-8,0.744798893667326
PARD6B,ENST00000371610,243,3253,1119,0.761316872427984,0.361205041500154,0.43521000893655,0,-10.7,-7.9,0.589768661245094
KTI12,ENST00000371614,55,594,1065,0.654545454545455,0.420875420875421,0.622535211267606,1,-8.5,-6.6,0.672863429741288
C9orf142,ENST00000371620,26,171,615,0.884615384615385,0.619883040935672,0.663414634146341,0,-15.6,-8.9,0.683083378521521
PTPN1,ENST00000371621,174,2526,1308,0.706896551724138,0.471100554235946,0.506880733944954,2,-5.6,-6,0.71841887392442
PTGDS,ENST00000371625,74,160,573,0.689189189189189,0.64375,0.62652705061082,0,0,-1.5,0.784415407488267
TXNDC12,ENST00000371626,1075,802,519,0.528372093023256,0.411471321695761,0.460500963391137,4,-8,-5.3,0.694861071626345
TNKS2,ENST00000371627,379,2277,3501,0.775725593667546,0.339920948616601,0.441873750357041,1,-2.3,-6.5,0.609907618581881
LONRF3,ENST00000371628,31,239,2280,0.67741935483871,0.435146443514644,0.546052631578947,0,0,-3.1,0.651017771843748
LCN12,ENST00000371633,0,0,579,NA,NA,0.626943005181347,0,-8.4,-8.4,0.755637948011652
TMEM189,ENST00000371652,97,6804,813,0.793814432989691,0.481334509112287,0.612546125461255,0,-6.3,-8.5,0.782616856504614
RAB3B,ENST00000371655,213,11971,660,0.765258215962441,0.438726923398212,0.521212121212121,1,-13.2,-6,0.765249085213347
IL13RA1,ENST00000371666,67,2685,1284,0.746268656716418,0.416387337057728,0.439252336448598,0,-6.3,-10.6,0.661208348470248
UBE2V1,ENST00000371674,45,1644,444,0.666666666666667,0.441605839416058,0.436936936936937,0,-7,-6.5,0.608130604040259
LCN8,ENST00000371688,296,112,459,0.675675675675676,0.625,0.581699346405229,3,-6.2,-7.3,0.750432501205465
FAM69B,ENST00000371692,96,276,1296,0.875,0.554347826086957,0.658950617283951,1,-8.8,-10.1,0.80987653870664
AGPAT2,ENST00000371696,66,609,837,0.863636363636364,0.665024630541872,0.637992831541219,0,-4.5,-14.2,0.79421087744814
ANKRD1,ENST00000371697,249,770,960,0.534136546184739,0.364935064935065,0.460416666666667,2,-4,-5.3,0.647518036011536
EGFL7,ENST00000371698,68,392,822,0.794117647058823,0.673469387755102,0.665450121654501,0,-11.8,-6.9,0.78855043282806
RPP30,ENST00000371703,271,1511,807,0.516605166051661,0.388484447385837,0.42998760842627,4,-2.2,-2.4,0.62112293833977
B4GALT5,ENST00000371711,188,3367,1167,0.840425531914894,0.455301455301455,0.494430162810626,1,-16.1,-11.3,0.706306260888289
INPP5E,ENST00000371712,403,1056,1935,0.784119106699752,0.555871212121212,0.655813953488372,1,-10.8,-6.8,0.725823802774602
SLC29A1,ENST00000371713,184,613,1371,0.684782608695652,0.546492659053834,0.549234135667396,0,-11.4,-2.6,0.791022211729971
PMPCA,ENST00000371717,99,497,1578,0.707070707070707,0.597585513078471,0.55766793409379,0,-8.4,-5.9,0.711391287288296
CARD9,ENST00000371732,166,346,1611,0.668674698795181,0.609826589595376,0.645561762880199,0,-7.3,-2.6,0.813071754873684
EPS15,ENST00000371733,97,2437,2691,0.731958762886598,0.320886335658597,0.431438127090301,2,-9,-7.7,0.642746116486674
DNLZ,ENST00000371738,75,112,537,0.826666666666667,0.553571428571429,0.698324022346369,1,-2.1,-7.8,0.710265968009091
LHX3,ENST00000371746,119,1075,1209,0.747899159663866,0.588837209302326,0.684036393713813,0,-5.4,-8.1,0.763252533587479
NACC2,ENST00000371753,59,4979,1764,0.830508474576271,0.556738300863627,0.682539682539683,1,-7.4,-1,0.791712920296943
UBAC1,ENST00000371756,218,431,1218,0.857798165137615,0.498839907192575,0.567323481116585,0,-14,-4.1,0.720763395849266
KCNT1,ENST00000371757,67,942,3708,0.73134328358209,0.618895966029724,0.62621359223301,0,-5.9,-7.4,0.805728205502221
C1orf185,ENST00000371759,0,315,600,NA,0.317460317460317,0.37,0,-1,-1,0.590450572311601
CDKN2C,ENST00000371761,425,288,507,0.48,0.357638888888889,0.520710059171598,5,-2.2,-9,0.644118724829202
GLT6D1,ENST00000371763,254,441,831,0.5,0.328798185941043,0.483754512635379,2,-0.7,-1.2,0.712022329944033
DDX27,ENST00000371764,9,243,2391,0.555555555555556,0.395061728395062,0.533667921371811,0,-5.1,-5.1,0.72730483708397
SLC16A12,ENST00000371790,301,2765,1551,0.591362126245847,0.366003616636528,0.47324306898775,5,-10.1,-3.6,0.671552472959276
OLFM1,ENST00000371793,251,735,1458,0.860557768924303,0.506122448979592,0.563100137174211,1,-13.5,-8.5,0.770676353903333
IFIT5,ENST00000371795,213,2353,1449,0.690140845070423,0.315767105822354,0.423050379572119,0,-0.6,-2.6,0.667547275122809
IFIT1,ENST00000371804,167,276,1437,0.473053892215569,0.286231884057971,0.427279053583855,0,-1.4,-6.1,0.648649926739564
FCN1,ENST00000371806,92,213,981,0.565217391304348,0.577464788732394,0.590214067278288,0,-2.8,-6.6,0.73461621036144
IFIT1B,ENST00000371809,80,467,1425,0.4875,0.387580299785867,0.436491228070175,1,-3.4,-5.9,0.663518560591187
IFIT3,ENST00000371811,139,843,1473,0.460431654676259,0.443653618030842,0.439239646978955,0,0,-3.3,0.673994609960982
COL5A1,ENST00000371817,414,2540,5517,0.760869565217391,0.487007874015748,0.643828167482327,1,-7.2,-8.8,0.732848545580576
ELAVL4,ENST00000371824,257,2608,1101,0.365758754863813,0.315184049079755,0.497729336966394,0,0,-1.8,0.714318199174939
IFIT2,ENST00000371826,169,1901,1419,0.467455621301775,0.387690689110994,0.448202959830867,0,-6.9,-2.9,0.655754690250859
BEND5,ENST00000371833,87,363,1266,0.862068965517241,0.465564738292011,0.532385466034755,0,-3.7,-5.5,0.691423716309873
AGBL4,ENST00000371839,117,1318,1512,0.632478632478632,0.408194233687405,0.491402116402116,0,-4.9,-5.9,0.738365966315032
SPATA6,ENST00000371847,165,3341,1467,0.806060606060606,0.337024842861419,0.446489434219496,0,-8.8,-4.8,0.662778742065675
CH25H,ENST00000371852,22,845,819,0.636363636363636,0.36094674556213,0.604395604395604,0,-7.6,-4.5,0.785664771118375
STAU1,ENST00000371856,411,1539,1734,0.588807785888078,0.414554905782976,0.490196078431373,0,-10,-2,0.669235624965583
SARDH,ENST00000371872,258,329,2757,0.627906976744186,0.547112462006079,0.64018861080885,1,-6.8,-5.4,0.781499358323775
CMPK1,ENST00000371873,149,2094,687,0.852348993288591,0.317574021012416,0.459970887918486,0,-9.8,-13.1,0.696157889780603
TAL1,ENST00000371884,216,3430,996,0.574074074074074,0.476384839650146,0.698795180722892,1,-3,-5.6,0.723480652542009
PDZK1IP1,ENST00000371885,425,0,345,0.604705882352941,NA,0.597101449275362,4,-5.7,-8.3,0.718160039588863
CYP4A22,ENST00000371891,31,944,1560,0.645161290322581,0.510593220338983,0.557051282051282,0,-5.6,-3.4,0.76094413668731
CT83,ENST00000371894,147,59,342,0.571428571428571,0.389830508474576,0.429824561403509,0,-4,-2.4,0.615241408298371
SLC2A6,ENST00000371899,78,926,1524,0.782051282051282,0.587473002159827,0.659448818897638,0,-11.6,-10.6,0.754589226293176
CYP4X1,ENST00000371901,250,577,1530,0.692,0.322357019064125,0.494771241830065,0,-3.5,-10.5,0.720545019767911
AGTR2,ENST00000371906,190,1600,1092,0.415789473684211,0.324375,0.417582417582418,1,-6.3,-4.1,0.661178525531716
ARFGEF2,ENST00000371917,0,3494,5358,NA,0.364625071551231,0.479843225083987,0,-1.2,-1.2,0.693755102305465
LUZP4,ENST00000371920,7,752,942,0.571428571428571,0.357712765957447,0.437367303609342,0,-9.2,-9.2,0.62064759029084
STAMBPL1,ENST00000371924,634,263,1311,0.369085173501577,0.349809885931559,0.417238749046529,6,-1.8,-0.1,0.623606261945522
ADAMTS13,ENST00000371929,444,206,4284,0.61036036036036,0.490291262135922,0.651260504201681,3,-2.5,-6.3,0.767311703425736
ANKRD22,ENST00000371930,211,809,576,0.507109004739337,0.400494437577256,0.425347222222222,0,-3.4,-4.8,0.638779250543552
EFCAB14,ENST00000371933,977,3302,1488,0.618219037871034,0.386129618413083,0.45497311827957,1,-3.3,-1.6,0.670395083908175
LIPJ,ENST00000371939,314,69,1101,0.337579617834395,0.304347826086957,0.355131698455949,9,-2.4,-0.4,0.632664052265379
PREX1,ENST00000371941,23,1633,4980,0.869565217391304,0.549295774647887,0.595381526104418,0,-9.1,-7.4,0.796608000506629
REXO4,ENST00000371942,200,891,1269,0.74,0.57351290684624,0.54688731284476,1,-11.7,-2.9,0.698567250424333
MKNK1,ENST00000371946,164,1157,1398,0.524390243902439,0.488331892826275,0.549356223175966,2,-12.9,-0.3,0.717900272779038
HTR2C,ENST00000371951,819,1092,1377,0.551892551892552,0.345238095238095,0.44880174291939,7,-9,-3.2,0.653360850101297
PTEN,ENST00000371953,1357,6458,1212,0.700810611643331,0.320377825952307,0.384488448844884,6,-2.2,-2.2,0.644412593215756
STKLD1,ENST00000371957,107,675,2043,0.747663551401869,0.524444444444444,0.585903083700441,0,-9.3,-5.5,0.774892621190864
SURF2,ENST00000371964,41,30,771,0.853658536585366,0.4,0.603112840466926,0,-15.5,-11.5,0.762993961998156
LHFPL1,ENST00000371968,240,772,663,0.495833333333333,0.430051813471503,0.536953242835596,1,-5.1,-5.4,0.706162406908821
SURF1,ENST00000371974,32,158,903,0.875,0.436708860759494,0.581395348837209,0,-10.9,-9.2,0.732634837290058
LURAP1,ENST00000371980,93,1041,720,0.720430107526882,0.464937560038425,0.626388888888889,0,-7.4,-8,0.758976440590584
POMGNT1,ENST00000371984,158,587,1983,0.753164556962025,0.528109028960818,0.56833081190116,2,-10.8,-6.2,0.778057127603042
SURF4,ENST00000371989,130,2044,810,0.807692307692308,0.509295499021526,0.551851851851852,0,-9,-5.6,0.76461629462892
MINPP1,ENST00000371996,41,910,1464,0.682926829268293,0.320879120879121,0.509562841530055,0,-5.8,-4.6,0.636266226327065
NCOA3,ENST00000371998,191,202,4275,0.528795811518325,0.450495049504951,0.467602339181287,3,-11.8,-1.7,0.659482860802265
TSPAN1,ENST00000372003,464,425,726,0.536637931034483,0.527058823529412,0.505509641873278,5,0,-5.9,0.752058793776176
ADIRF,ENST00000372013,353,333,231,0.679886685552408,0.60960960960961,0.601731601731602,3,-4.3,-9.1,0.732079619839307
MRPL14,ENST00000372014,132,389,438,0.742424242424242,0.483290488431877,0.561643835616438,0,-17.2,-4.8,0.758430195737291
SNCG,ENST00000372017,42,275,384,0.666666666666667,0.589090909090909,0.604166666666667,0,-5.4,-4.5,0.78434967864945
TMEM69,ENST00000372025,1157,538,744,0.49524632670700097,0.377323420074349,0.423387096774194,15,-6.9,-4.3,0.58594196827842
MMRN2,ENST00000372027,322,1203,2850,0.574534161490683,0.453034081463009,0.628421052631579,3,-7.2,-1.7,0.748737322080654
BMPR1A,ENST00000372037,537,9119,1599,0.553072625698324,0.391161311547319,0.442776735459662,6,-4.3,-0.2,0.654538937363986
GBGT1,ENST00000372040,312,624,1044,0.67948717948718,0.584935897435897,0.592911877394636,0,0,-5.5,0.797450020414682
RALGDS,ENST00000372050,22,867,2745,0.818181818181818,0.561707035755479,0.602550091074681,0,-7.8,-8.8,0.772937114135698
AKR1A1,ENST00000372070,747,93,978,0.602409638554217,0.526881720430108,0.543967280163599,9,-2.9,-8.9,0.761810164996657
TMEM164,ENST00000372073,336,4337,894,0.645833333333333,0.507032510952271,0.558165548098434,1,-6.1,-3,0.755609178798155
CEL,ENST00000372080,16,97,2271,0.75,0.577319587628866,0.645970937912814,0,-7.6,-8.1,0.78713159527146
TESK2,ENST00000372086,401,957,1716,0.596009975062344,0.474399164054336,0.527389277389277,3,-4.1,-0.4,0.71047606085728
TOE1,ENST00000372090,583,273,1533,0.658662092624357,0.421245421245421,0.542074363992172,3,-4.2,-8.5,0.730670433943572
GTF3C5,ENST00000372097,323,523,1560,0.60061919504644,0.61376673040153,0.580769230769231,3,-1.6,-9.8,0.773503219430229
KCNE5,ENST00000372101,152,892,429,0.723684210526316,0.54372197309417,0.696969696969697,0,-8.1,-1.3,0.830198269073958
LRIT1,ENST00000372105,22,334,1872,0.727272727272727,0.464071856287425,0.615384615384615,0,-5.2,-11.8,0.753270791439597
NXT2,ENST00000372106,131,2002,429,0.541984732824427,0.31968031968032,0.417249417249417,0,-2.3,-9.2,0.673115695188646
LRIT2,ENST00000372113,6,1422,1653,0.166666666666667,0.439521800281294,0.538415003024803,0,-1.1,-1.1,0.721593218915183
TP53RK,ENST00000372114,365,2388,762,0.594520547945205,0.389447236180905,0.574803149606299,0,-4.5,-9.1,0.698411158772565
C10orf99,ENST00000372126,114,528,246,0.535087719298246,0.53030303030303,0.573170731707317,2,-4.6,-2.5,0.715973582962502
IRS4,ENST00000372129,65,89,3774,0.569230769230769,0.325842696629214,0.565182829888712,0,0,-1.3,0.685332020041747
MRPS18A,ENST00000372133,12,459,591,0.333333333333333,0.572984749455338,0.578680203045685,0,-3.9,-4.2,0.70370052148881
GHITM,ENST00000372134,193,897,1038,0.595854922279793,0.335562987736901,0.471098265895954,2,-5.6,-7.7,0.644593985605864
NRG3,ENST00000372141,27,40,2091,0.666666666666667,0.4,0.549497847919656,0,-7.5,-7.9,0.666461513980395
GTF3C4,ENST00000372146,564,6010,2469,0.677304964539007,0.396006655574043,0.508302956662616,1,-9.5,-3.3,0.688100714049241
DDX31,ENST00000372153,152,577,2556,0.605263157894737,0.492201039861352,0.522300469483568,0,-6.2,-10.1,0.644996967558174
TSPAN14,ENST00000372156,502,65,813,0.541832669322709,0.646153846153846,0.551045510455105,3,-8.6,0,0.792040786160487
RSPH9,ENST00000372163,53,1650,831,0.679245283018868,0.556969696969697,0.574007220216607,0,-6.2,-4.4,0.7578901277626
MAD2L1BP,ENST00000372171,57,419,825,0.578947368421053,0.412887828162291,0.551515151515152,2,0,-9.6,0.709203624380058
HECTD3,ENST00000372172,72,952,2586,0.722222222222222,0.540966386554622,0.59860788863109,0,-4.2,-7.9,0.759640637705825
PTCH2,ENST00000372192,131,482,3612,0.763358778625954,0.524896265560166,0.617109634551495,1,-6.8,-1.1,0.769636628146902
DYDC2,ENST00000372197,366,1122,534,0.64207650273224,0.408199643493761,0.456928838951311,3,-0.9,-5.6,0.737201061806132
PLK3,ENST00000372201,239,312,1941,0.711297071129707,0.55448717948718,0.60844925296239,2,-2.1,-14.3,0.759245022430136
DYDC1,ENST00000372204,165,51,534,0.563636363636364,0.294117647058824,0.415730337078652,1,-8.4,-2,0.586956272779407
BEST4,ENST00000372207,0,625,1422,NA,0.5024,0.619549929676512,0,-2.8,-2.8,0.758903251906939
MAT1A,ENST00000372213,261,1961,1188,0.509578544061303,0.542580316165222,0.571548821548822,0,-3.2,-0.5,0.785985673942271
UCK1,ENST00000372215,94,1239,834,0.829787234042553,0.566585956416465,0.580335731414868,1,-10.1,-10.9,0.753971422370071
KIF2C,ENST00000372224,113,588,2178,0.52212389380531,0.491496598639456,0.502754820936639,0,-11.4,-4.4,0.713613454503389
SLC35C2,ENST00000372230,282,866,1098,0.617021276595745,0.531177829099307,0.583788706739526,3,-13.4,-8.1,0.746514533334727
