gene,Length,RNA.NSC.mean.tpm,RNA.siP.mean.tpm,log2FoldChange.rna,pvalue
FRS2,6600,2.0683507533327865,2.18975243568605,0.07770634995811575,0.7579550578527265
TUBA1B,1627,1885.0364743164234,1764.9907100194134,-0.07228012152870565,3.578286200297489e-6
NPAS1,2043,2.86094887469496,4.44107462760723,0.3856621381125381,0.0012367120194077378
ALOXE3,3203,0.4283535930969323,2.6734495918220733,1.058763461227888,0.013641361154782795
ZNF79,2078,3.5410215790002972,4.73964254046921,0.2633684137812586,0.003307481354628989
IFT172,5415,4.70133201715009,4.86308680407705,0.042084685161618215,0.19337938518136596
DDO,2130,0.300972314565212,0.15961813730085367,-0.09201338614384204,0.7793968550082391
FAM86B2,1268,9.88235340338114,8.230913057911087,-0.18133811836726746,0.528060815508087
PLEKHH3,2983,19.201238743303296,11.345692687313187,-0.5940862007557829,0.09476905966467378
KLK1,866,0.19980332936921832,0,-0.032689873819736606,0.5479715615418532
TMEM190,593,0.8684914232283409,0,-0.17617436227881222,0.5621990812646213
SFT2D1,1079,65.72542294324744,60.25675955571813,-0.08315396193573442,0.7269233216842657
PDK2,3440,7.044006974440909,4.928093166533016,-0.3872681249197658,0.3277874767862175
HAO2,1696,0.22118846692636737,0.3346657054684267,0.061035626175280744,0.1721044512907658
ADGRG5,3767,0.02242580933195103,0.11141518767291499,0.09513168706327364,0.9663149744935657
MFHAS1,6414,30.123440291542504,29.17188331430113,-0.025931824789209405,0.0709044553716018
SMYD2,1671,49.97050615011276,48.98626966360113,-0.007974386005457352,0.06135505112389085
RFC2,1695,65.3732135899154,40.31299265651304,-0.4764587419231564,0.7653821216498309
SOX5,6975,0.028975764397616535,0.011657793475780132,-0.021335582237980637,0.16795000559910986
SORCS3,5530,0.0152763153261229,0,-0.009786137914727561,0.17454132605917916
CD300LB,2286,0.11264554111426217,0.2113221640506817,0.05203851818456608,0.28630180402676897
HYDIN,3685,0.16718273875470668,0.3209188918153563,0.1979734221897871,0.19722366777271289
NMB,1007,48.81845791237504,40.5880140536398,-0.17851781400602798,0.0046238702939885865
SPTBN5,11725,0.63940383902378,1.006042020869743,0.24976155644067202,0.3949624257814601
SPP2,860,0.45074064972502464,0.41618405452139234,0.005186696375257676,0.4617516842485154
SLC35G3,2004,0.092580340364345,0,-0.03363700252320368,0.048590896585705666
GPKOW,1742,33.0420917978416,46.2829057100773,0.3868716252713029,0.5838069343875243
C21orf58,2975,6.723125517540043,2.95704649155975,-0.692942237083979,0.10032403131740067
KRT19,1390,54.50799318764194,66.17836224002637,0.19811771205110087,0.6775218731365696
C5orf51,5241,6.118655677815241,6.597932992063233,0.10796145057641653,0.8234439402422256
NAPRT,1965,4.669887693216694,7.267348679629104,0.4401933395985916,0.15113154412595914
OR9G1,918,0.11007949709878834,0.3508224161364267,0.042225603724543405,0.015150048049548092
CHRNA6,2400,0,0.06709478708609133,0.02199407929371799,0.0022829842459723792
RPS15A,802,1246.5078655351433,1293.3825261120598,0.06301735895246664,0.015330398731887167
HAO1,1777,1.2707338080158568,0.9310542271444467,-0.143297893923606,0.5685648635710471
NMUR2,2073,0.35863330801831966,0,-0.25014087256122725,0.39134243541712604
ELOVL1,1477,165.689586698591,199.72231561730868,0.2567568261712274,0.05748434410857924
SH3RF3,5803,0.10639173383982087,0.21780100393471566,0.18746140333377698,0.5933562503154022
FZD1,6963,3.3968199828414964,3.404268068379143,0.01235491077597929,0.7127307654208068
ZNF710,4617,8.179630200408663,9.415902124015,0.18346540348995305,0.8851277640693319
JARID2,5755,4.63667552609611,5.774533364237406,0.252800759391566,0.9803457958548428
CD70,913,14.581514200773933,19.170311668919936,0.2886090990450691,0.6063901627003795
DIRAS1,3424,1.67833421998556,1.6653062543583934,-0.014610574896038243,0.9807174723008475
TAAR6,1038,0,0.40433623503263166,0.10695425925231652,0.014702653699263603
SLC39A3,1502,54.70584747766073,42.51523071768526,-0.30009846234814286,0.09661308594864895
POLR3K,1392,46.8664998395461,38.017553043308766,-0.2208776389384934,0.07019717767284174
MLLT4,5475,5.01405594786594,5.634256802110538,0.14742053364795343,0.6873381025773591
FECH,3853,24.495817172281367,17.538970910692665,-0.402960212506531,0.5312905604324365
CYP2B6,3054,0.7008729678861356,0.572030678733796,-0.10740930812902849,0.13385748791829685
RSPO1,2320,0.031024441765972233,0.077137561829396,0.04467057664356238,1.1233657569119285e-5
HS3ST1,8031,0.9578935769218223,1.3648227164810833,0.3257607062907908,0.02724272956598847
TBX15,3504,0.028839320301566097,0.276188260279746,0.20601595842350146,0.9671085113259111
EDAR,4214,1.015188893652069,0.7701910935489763,-0.14913744392348327,0.304638931131664
PPT1,2742,34.1724684125575,39.501111335635066,0.18637921388350465,2.845154074295231e-5
MYO10,8038,18.712992235452564,18.964422706293718,0.01845116726404492,3.391330231306388e-4
DHX30,3660,59.832289191030036,48.82995255752414,-0.2466604482876087,0.9669512476784136
DHX35,3325,7.475737269409883,6.76104669658774,-0.09737370514065682,0.16675549387794444
HTR1F,3140,0,0.07717853455419936,0.06002178822231579,0.07530149962370741
WSB2,2646,166.00088308609466,168.42098746958933,0.031722206401396946,0.11086770619638082
MCOLN3,2756,1.7511125554238067,1.3937039055378893,-0.1682072441625846,7.050232515485745e-5
ZBTB3,2978,6.838473862732637,4.896802538076797,-0.35117387762877295,0.5184279552640588
TIMM13,1973,166.70835380627634,142.88994724160935,-0.16570663786724918,1.1078217788578307e-4
FTSJ1,1892,70.66016967019449,86.39304440368824,0.24853540860475262,0.0726409612516007
C11orf16,1908,0.052962776906020664,0.18675029188044268,0.08211267391764893,2.6900730150719425e-4
RSG1,1545,9.245576191881932,4.9124856148355835,-0.5619760051515094,0.17802590940191007
PEX16,1335,48.39521294735937,30.499165278772235,-0.5045094062750015,1.597277139571222e-4
BCO1,2670,6.67866535917366,6.480699146964881,-0.01566790388368752,0.03228890481887117
ENPP7,2043,0.04134998715294167,0,-0.009786137914727561,0.31530544568471897
IPO11,4356,4.387987477226541,4.713826441661597,0.0957513506450787,2.4130188868531067e-6
GLUL,4364,16.861293062391766,13.182040438088862,-0.2565146409694299,0.1317303155701833
PRDM8,3124,0.19189930785142936,0.187427878012814,0.015086588879134251,0.24418286388064703
RBMS2,8382,14.535370840022267,19.491801196737843,0.2900450990151213,0.17656244358081805
ZBTB7A,2083,17.479907416210136,21.72852408717957,0.2652375427248514,0.0013621971926070216
PYY,1053,0.176192784511061,0,-0.03363700252320368,0.5142027495139297
C19orf12,4489,16.602429472858898,22.893283150916066,0.41890341172718587,0.004278930297400686
RAVER2,4362,2.8346455714783367,3.02613562223987,0.08222798493711253,0.0019400298089442694
CPTP,2190,12.763706197251201,11.834693716792701,-0.06675310714718945,0.21668438023441133
LEMD3,4764,6.213985210905126,5.311780386295153,-0.1603537986065074,0.27093406129105
HMGXB4,4047,3.5931235839190934,3.2728227448274314,-0.0493889707271727,0.3263178438857777
FAM46C,5751,0.22365079043203387,0.20847140337274464,-0.01347978375325376,0.498142469238964
GLI3,8208,0.09259524879449339,0.130818087313011,0.11074446855753521,0.9192922593690305
UBE2V1,2133,29.444195318067568,33.83666001923973,0.1743610142934989,7.599703182804101e-4
CAMK2G,3563,13.930467566091068,14.7607349675152,0.07928053008013662,0.21410708755847216
FBXL3,3503,4.2517168982926234,4.388293289378273,0.0511590148901519,0.9770522742949407
HPD,1419,1.0557238722614286,0.49295535540502405,-0.19251119411252882,0.4356017324243666
DNAAF5,3410,40.93311561983307,38.4544374095899,-0.047499195703745854,0.01240501723909196
ZNF511,1520,72.56455755936139,58.41063431399334,-0.22436407848193782,2.298241384352034e-4
HMCN1,18208,0.036877753878785204,0.044394491706619334,0.03380731264965765,0.013668212899175665
PRKAR2B,3745,2.05026892988834,1.53460955697987,-0.19988574330897957,0.866453353616533
H3F3B,576,576.5568293543087,757.1455148815884,0.32859380004338384,0.8576803546067012
ZNF524,1260,24.357870697588236,18.649725907025836,-0.2579176804391267,0.003518686268872008
TRAF3,7640,16.597768566758766,16.311966267319868,-0.005108724644101921,0.40681652085353587
C1orf94,2287,0,0.07040992085991234,0.02199407929371799,0.982253657672918
OAZ2,1934,67.32294585857376,45.5025192211041,-0.4663231120524755,0.5560255996572314
PDCD1,2114,0,0.12236212060418733,0.06150368085986262,0.934313520868339
NDUFB10,705,696.0613967539313,697.563476888567,0.019388305064815863,0.027154083922142424
COG3,4498,3.1530513403463964,3.979861708332803,0.24965258215669206,0.7783942112047464
LCOR,4852,4.90518950284493,5.072003544023773,0.048405415644748435,0.9074894235025034
CEP295NL,711,10.010133573158887,17.751140089864936,0.5147236114707514,0.9040200210133151
MED6,1995,27.26836644089253,26.718470114427202,-0.007929600857004298,0.39933095950692216
LIPT2,1018,15.692758698917032,6.605034030636244,-0.7591841320541742,0.21007992325083327
NPIPA7,1331,1.6330698370328431,1.6574718155107666,0.01851055690052423,0.6398738863729356
DMRTB1,1910,0.044229331808094,0,-0.009786137914727561,0.23175896837047474
ZBTB22,2651,13.674130057935999,10.799188084763102,-0.22809001459491618,0.31280774331807987
KIAA0922,5017,0.7834400386641963,0.832099972958145,0.06790367956369936,0.8979185518752599
GABRB1,2143,0,0.08350869969398,0.04982167997350103,0.4581840315680259
CNIH1,4793,57.85056055075256,49.54137321720424,-0.17232227893785332,2.2443621807056987e-5
TEKT4,1505,1.0322085880749483,1.3509457554758102,0.07421517148512731,0.004049353764208302
CD3EAP,3286,12.348727882038467,7.257314825849889,-0.6009441486293154,0.36858909415740726
RAB23,2546,2.1381531209333966,2.7494785623137967,0.20427734460714708,0.3142624231150488
WDR27,3178,3.9633813093850137,3.7227844135082364,-0.04905772164425042,0.7790643489068237
TMEM120B,7461,24.39319210827763,29.07385588873197,0.22274808597283202,0.11011373697842455
FAM71A,2305,0.07329980369063734,0,-0.02567618037286734,0.6250857492655905
FGF8,799,0.8975236178320163,1.7020607381768134,0.20241308439611808,6.644889862777707e-4
ARHGAP27,4242,7.363478524381757,5.208306879282876,-0.38230427040978954,0.03074821084293947
CTCFL,3567,0,0.05474966860142,0.03788425404402373,0.26786242885658995
IL17B,696,0.14519106082857433,0.11682918030684834,0.008035988642000919,0.2939001763836806
TNNC1,714,8.403431989483094,13.809957252825535,0.21536433439147842,0.0031566965602188783
VENTX,2911,0.8104249244867271,0.6448964533554714,-0.12186852931612112,9.711224313441038e-4
PGR,13748,0.08097076029538,0.17995370150957002,0.24409830922939985,0.6464752245060997
XPNPEP1,2539,51.46318285112741,49.74170482204249,-0.027953608005965143,0.7904163702878703
PDSS2,3540,9.333068036124374,9.299121053628715,0.004962925592901833,0.7606986765945601
MLXIPL,3278,0.5988658673849173,0.25704682241878235,-0.32876754978303263,0.12734013959523677
PSRC1,1742,13.093059411016567,12.543476929619322,-0.03343761648009673,0.6822712989457292
CDK16,3144,163.599275207806,147.69931033315734,-0.11517316725141455,0.17054302636911253
GOLGA6D,2123,0.07369511476708233,0.04599436361311,-0.014935927300772733,0.9956023419612962
GOLGA6C,2082,0.04057541967024967,0.16329809435678133,0.09802296040969306,0.8741655077288657
WDR38,1252,0.08071324148297733,0.12861620527685266,0.01006889689228386,0.06807785300985547
CHRNA1,1984,0,0.2205809810491183,0.1561142108178014,0.420566671456695
SPDYE3,3185,0.031727779697547136,0.030658095431909668,0.00845793111896515,0.6645019836147757
PHF19,4241,23.47001834086107,22.716989023794564,-0.02718537101242048,0.006925357819600204
TGM5,2767,0,0.08758243530906602,0.06002178822231579,0.20613636671088073
FOXL1,3655,1.6643517442087568,2.5501929625791564,0.34711659639567166,0.3324682378622391
CUL7,5254,10.378074358308034,8.166518093561324,-0.24060469436802562,0.5178471063424958
ZBTB5,4627,10.482474630621901,14.337235392068786,0.3569144349368548,0.5052593173667239
SAMD9,6852,0.057995837865512066,0.13960572713024935,0.18444988893299408,0.6315510330967008
OAS2,3613,0.04676336770188733,0,-0.02567618037286734,0.5082253738390013
TAPBP,1888,77.85280174812736,86.02215714730397,0.14057544872336447,4.998264412261196e-5
IGFN1,11810,0.06647116340542016,0.1001343028229964,0.1343355520004477,0.005625403442626828
DPH3,3131,11.155642841523433,13.504929153190217,0.20275439583562832,0.03619307211583406
FAM96B,676,260.911286414779,343.29171448036567,0.33477995980122,0.26722461244152784
PUS10,2278,0.49652493691198396,0.7840397110136941,0.20862010347469354,0.09743629150726893
MMP21,1919,0.052659186209842335,0.1441402696169,0.07029341462403424,0.5418878464873307
CFAP69,3902,0.23237468182079782,0.27304195232467043,0.02988912996887335,3.281441590525827e-5
SGK3,4055,1.8406041595319536,1.572191232333157,-0.13264876019170985,0.9536472047443711
H2AFY2,1980,21.910728187434668,22.507351065095097,0.05217636759560467,0.6178876664286831
PCP4,660,0.15311057323740565,0.24398104394942366,0.01006889689228386,0.9833560672923114
ARRDC5,1638,0.17495969501027767,0.24625646367936863,0.03236227150605424,0.008701903839279814
TMED8,7784,4.455816208181976,3.2701615498386865,-0.24228531882056625,0.8922026283854051
ATF3,2033,13.470650167076434,67.87440227775913,1.4345365967757604,0.9995367443899318
ADAMTS9,7624,3.0121285609163664,2.4736441134617464,-0.18843327505653762,0.029259129142857047
GPR153,4082,0.907534940058844,1.0170421869574087,0.09369113668424403,0.005951382843752629
ROR1,5832,1.61115019707581,4.640543125662757,1.153340384540758,0.017824051466958396
DRD5,2330,0,0.17311935086129002,0.10354283968194501,0.12611824298449043
CEP83,3773,1.1158223722334804,0.8282162409472197,-0.21834907610367166,2.0549651068858974e-5
PALM3,2262,0.2521738126826851,0.07911544803015,-0.14548521239298637,0.8790862212511856
HSPA4,4825,23.8316521477808,21.85013556023613,-0.0906524878735036,0.0037234276459740282
UBN1,6336,14.0217317353722,14.742287475279634,0.0708483442923638,0.7610693656323838
S100A14,1080,2.57646250132742,1.1702770609566242,-0.37903036632385684,0.7627818926821338
SPTA1,7999,0.05745889031886207,0.0750417408911843,0.0649354323088162,0.890892237327709
GGTLC2,1047,28.459674414258938,32.9494824042578,0.18648979591278067,5.827354436545724e-9
MCM3,3083,64.5787789055254,36.0221854348488,-0.5363845530233171,1.0785497593350017e-12
AKT2,5300,89.55172579737898,85.60961794849447,-0.03729579006374341,0.03931014568757788
RRAD,1569,0.8100468963370208,10.531381992857467,1.533936051593557,0.6612489899572503
RP11-145E5.5,935,5.569154161385243,8.524906865219515,0.36274038476989184,0.08822741357488424
SMIM6,866,44.89185759193314,35.9864352466538,-0.2365823027555493,0.0031302063172213034
SAE1,2049,239.035886154066,197.96290849022566,-0.2304502406586217,0.004786265164129549
IRAK1BP1,5656,0.9735227086595536,1.4003787002157553,0.3271606937202125,0.040139230332035376
YY1,6697,20.598146304635964,24.92239886033877,0.25509521293564624,0.21720176467282734
ZC3H11A,7979,5.896051221241151,5.60523157060943,-0.04451174879774853,0.21302418392617284
GIMAP5,2291,0.08098254128771167,0.035492409207143666,-0.02319608846522174,0.08418933274392819
EMX1,2188,0.22335006266005966,0.5397565751184067,0.1911110683646074,0.285778396709114
FAM228A,1774,0,0.4374411323967056,0.1868987944106655,0.008502333871078632
ARHGAP6,5117,0.052767056056987865,0.11380246842896301,0.1093822827200355,0.009120004203141763
OR6Y1,978,0.08637834739617534,0,-0.009786137914727561,0.002074197033670065
FHDC1,6480,0.77937019788983,0.7965956192545294,0.01912259481274708,0.9800005121987376
PRKAA1,5088,8.32595910010402,10.372611359367124,0.24485123639765066,0.27605238447329816
OR6P1,954,0,0.18758820067526064,0.04982167997350103,0.0440377084989319
GIMAP1,4420,0.21392597379985298,0.16564920774521766,-0.047313572986783285,0.8159794091599801
TP53I3,1635,116.72681966092534,121.8447498814013,0.06086072963415531,0.8133888197424826
B3GALT5,13170,0.812039440703005,1.0111487084120918,0.23064983702712932,0.9582722833486381
PSMA7,996,669.0232188400377,580.914020288943,-0.13670241178422238,0.20975696499572483
SDC3,1580,4.728919000071547,3.570778802511395,-0.1640049678266679,0.8619471519629155
SON,5269,9.865849634221117,10.602221154894513,0.09889134843807554,0.13714569139453636
PREPL,3080,4.4819930170147835,7.43108919719007,0.5415397052319622,2.954568582515284e-4
HBEGF,2386,9.261127636138227,11.170571210770943,0.18043350585908027,0.8283258193453644
C9orf142,812,54.507451122066534,52.13697282179093,-0.03139216916573119,0.021849887968548642
PCDH12,6562,0.05654708993908784,0.20724573755002598,0.31283240598038903,0.3312089504230955
LMBR1,7997,10.939130073500232,7.683207610424233,-0.42714338181008576,0.6379630178068642
C4orf26,1874,0.6834120078141687,0.3898456607541873,-0.14676758343841095,0.30747192731254086
SMTN,3295,9.628810653770701,15.213738120881493,0.46081198898679976,0.1392618415472736
ZXDA,4113,3.0221630603134497,5.435804740031204,0.6348614167910551,0.4206086298762974
RBM47,4473,16.2516589251278,17.702019657237255,0.07207016826222398,0.5033199474345721
PFN4,974,1.6730228600376567,1.7620801711613534,0.013422452976265065,0.9440997842343053
RNF14,4173,27.202055958761097,18.0547185750312,-0.47144500132717854,0.7777761461380149
RPS6KA2,5824,0.7782722853758433,0.45079747349191973,-0.3745596759607755,0.9757795496751616
SLC16A9,3646,0.4393227732853626,0.5835512408449063,0.13567347596855223,2.9064917659816396e-4
FAM228B,1357,2.7129245763600967,1.45890626352981,-0.34723597526874384,0.015255018370932528
SULT1C4,1860,0.6855038796126937,0.994502919105886,0.17297524287225421,0.40934123480176093
TBC1D15,2489,1.4477720558390998,1.4569029326970258,0.02905497092888769,0.7178546767484647
PRAME,2758,62.534482183500906,40.63904722347763,-0.4978019577971205,3.1654151058802004e-7
VPS54,3463,8.431297857794846,5.4088060042737665,-0.48594422243110424,1.5655181518505208e-5
TSC22D2,11154,2.36674118863048,3.613507721600353,0.42838463938101784,0.011234729407034367
BRICD5,1913,1.6175334098309075,1.12676292895615,-0.1909282991259072,0.632560309850825
C14orf28,2915,2.6279707177085765,1.8861151834221666,-0.251188815550005,0.6944195008746497
BEND6,2379,0.23451695898773836,0.4438096705454447,0.17479122162676813,0.05433432813977854
ASAP1,5507,10.590085387070417,12.056777450640935,0.17439282501288264,0.8549746639983618
TXN2,1736,115.18904924347491,80.49821257891361,-0.3926692572405885,0.4299265737841332
CDKL2,3383,0.5819566065184457,0.6573086396957283,0.07571779971010673,0.7696551628529185
PPARGC1A,6318,5.248831940288143,3.6595786242205968,-0.37671558523233384,0.04984924685564655
AMH,1821,1.92799525083823,1.277381363999447,-0.2115075210530482,0.30178561828186
KLK2,3019,0.13711905784621334,0.160543622722879,0.014606685652352666,1.8916406130544234e-5
ARFGAP2,2976,54.21549146289487,59.6083666537412,0.12372042392882956,0.0424400828969037
MPP6,3848,8.217897721337183,10.918274029644705,0.3377732606531815,0.12271447471570585
ENDOU,2413,0,0.033697931824934337,0.02199407929371799,0.9361277028776053
CTDSP1,2638,79.48143251355734,90.62649854122613,0.1824905950008604,0.25112051907877314
OR10Z1,942,0.21454984784859366,0,-0.025676180372867372,0.1753307271032106
ZC3H7B,5909,51.2108120491342,55.047501618306065,0.10429466726038834,0.8282708100482813
GALNT15,4669,0.2704082024466066,0.17073242306068967,-0.11403476102747695,0.3849606613666001
DHRS11,1598,17.747428468154435,15.41687024516967,-0.12309572402156672,0.006993430696653098
DARS,2361,25.1145327374045,35.59132313260816,0.3988135575065809,0.4264966230724172
NUP98,6973,23.295410946701097,26.7025183097054,0.1855994829994698,0.8882826519291387
AMELX,793,0,0.4061222925765933,0.05055051408672074,0.5039452143608787
CAPN14,2197,0.14997014651081367,0.236206543420581,0.07795904120855539,0.023089941448757555
TSC1,8463,2.8749086748720933,2.8472473557539266,-0.004184008178072475,5.911079762695238e-5
RBM48,1742,4.335362529496177,3.7196520102842903,-0.09525473365709738,0.0035348559199699235
GABRA2,3411,0,0.04720829346426833,0.02199407929371799,0.06708763060916961
KRT3,2319,1.0638311193660244,4.474601977600967,0.749229024257571,2.2058692159993752e-4
RANGAP1,3469,82.47722376234181,88.09011273225224,0.07876311575734854,0.7423301823000522
RP11-507M3.1,2281,1.0009191646457591,0.7403542045288587,-0.11788390699736025,2.2681351404453152e-6
RGS4,3200,0.12113654961360076,0.08083547592414127,-0.03987201468146755,0.011123619606737984
KHSRP,2993,55.354228216253404,76.64438366284357,0.3742394981824467,1.1344107134781504e-4
S100A10,1202,646.699179143101,791.4976523749243,0.24991690580592127,0.03696080241842608
TBC1D10C,1659,0.152763153261229,0,-0.04325353875593327,0.03285090631200946
PLPP2,1383,235.94003524528532,318.49531860405233,0.3816162956889593,0.049118514422997944
IGSF5,2066,0.27201814189673434,0.2818621640614737,-0.0031911764306609275,0.7884860828565318
SASS6,3880,0.342896640823051,0.20966046590913065,-0.1334925582580375,0.008904899679363726
DHRS2,1705,7.543211531626837,4.12160302926696,-0.38489881536495035,0.40892744862122715
VCPIP1,9942,1.5982960856550832,1.5045793502030433,-0.05276628672676525,0.3930268389158563
DNM2,3588,68.64790643772324,72.3462451450403,0.07862778472645056,0.2438896678346414
ATXN7L1,5417,0.7884579005565598,0.9401991770700174,0.14125831990438295,4.779394891556822e-4
S100A2,453,19.391475300230766,34.5240289022906,0.534429205128864,0.5409365216554652
KRT4,2576,10.14861486027841,36.44948683851237,1.574656619464085,0.01621817272747699
FOXRED2,2184,22.199655482145634,17.104045085548066,-0.29739016726444195,4.82694007082539e-8
RNF32,1893,1.2542493145060982,1.4538866327146953,0.06846539438628792,0.3086744568895029
PTH2R,2713,0.03113823212438613,0.09534593548000465,0.05099540837514966,0.9981264169029576
B3GNTL1,1383,9.90824293864806,5.843248023496268,-0.49865790199089044,0.20494109846487535
HIAT1,2777,30.452409434576467,27.563661500939464,-0.09066785247808176,0.25908100386804406
GLYR1,3772,26.958215550470232,24.01620885962713,-0.13310106641470815,2.097930721736888e-4
CLCF1,1844,27.18041034850913,31.3753458608241,0.1747073319137789,0.8647770679237652
RNF39,2206,0.032627699409363366,0.072995235270453,0.009492275968907159,1.1015462039758202e-6
AP003419.11,711,172.00551891229364,220.54637819168067,0.33409381910248165,0.005373393776724431
MPP4,2462,0.041045076497436,0.039661264805293334,0.00845793111896515,0.232662986715401
GALNT12,2735,5.627520089531057,4.543628180756117,-0.21130069521849063,0.3187621211673342
CARM1,3330,26.3628885816172,29.859329193249028,0.14259903895895729,0.17447340076304102
PHB2,1515,489.8695858963947,334.22416548127734,-0.3383779071311006,0.9255771644443413
SUSD5,5008,0.649955051043636,0.590613991433064,-0.02870429164237985,3.66552013196451e-4
C11orf65,973,0.5022507061667103,0.5968432692399687,0.018440622976614904,0.5901400649869196
DNAH10,14473,0.08389684176587935,0.08520580527128446,0.017647084284572026,0.7594858593442363
SLCO2B1,4494,1.64537579891584,0.6436264537447028,-0.48294694521483506,0.7726960809834781
NASP,3207,19.1968065663667,9.56400388626032,-0.7522391302196696,0.44097040155178324
CSF1R,3989,0.07184356491021197,0.12150443645033134,0.060756488498590853,0.903369727661684
CSRNP2,4471,9.500092272829036,9.279663045893487,-0.020015069100359842,0.18147379578550143
MARS2,3019,10.407206687843226,10.907788027504063,0.07011708209145612,0.059709762869706064
RPUSD1,2159,39.403837305967535,25.876755736682032,-0.5029183872942931,0.05703637327820291
PBOV1,2506,1.1010715214687912,0.5563492053862403,-0.3079693010765525,0.018801162807998782
NEU3,6728,4.96314651677805,4.925171082222723,9.574095861246e-4,0.2515044539689737
RANBP2,11711,0.8834454515158039,1.142942553722566,0.24365684633608883,0.05927785284335558
SCNN1G,3507,0.30440113616139813,0.34697767186604866,0.055211384217724535,0.324297533579224
ARHGEF39,3769,10.25509129675489,5.4392100454966,-0.5274255146180941,0.287242319760616
CCDC107,1242,34.78460248419993,43.694980437734436,0.2847399524283995,3.2811486157541554e-6
CRIP2,1857,23.41373707243517,48.78759691775894,0.9161271449637257,0.37778696720795474
ANKRD18B,3773,0.747437969255984,1.00208427473296,0.2103399729104214,0.01502319504928296
MAPK8IP1,3050,12.123818876752098,24.100467456624063,0.7904357863498859,0.16123385447794444
ATP10D,6655,1.1305155459131333,0.6094999141658214,-0.3717437386629825,0.0061854563103552794
SPERT,1613,0.2746675195767827,0.43168393636621366,0.08755838498591034,0.8563433352251617
EMC2,1243,5.223869443626043,4.523452643879064,-0.08388857046492516,0.045011238254416504
SORT1,7028,8.797723443249142,8.357482578938743,-0.047479536841879624,0.24673741829050563
CXCR6,1962,0,0.12351712461783167,0.06002178822231579,0.8367542556935845
CALCOCO1,2291,15.475072013869699,13.950542860388106,-0.09694523298197832,0.16890988365558976
USO1,4034,6.541590376165286,6.0049392073708745,-0.09169507387932449,0.2155996038057748
LY96,607,0.13917302101064166,0.32173322553750333,0.035811534756782344,2.2592280715073507e-5
CACNA1E,9724,0,0.04316135458287446,0.10695425925231652,4.845139293586652e-4
PDZRN3,4248,0.06746327222853937,0.10686572289513101,0.05346943988635739,0.1765731476427523
SDCCAG8,2567,8.312714104713907,10.23880928276796,0.25461548718143745,0.16218563663532248
ALG2,1880,30.071238054771268,35.9137416025933,0.23914306962691165,0.18215736060007165
PLIN1,2953,1.040811896127057,0.9880391337234387,-0.008730830325183644,1.1671216253034165e-4
ADAR,6625,63.544495225386164,67.4906456314705,0.09323912758126855,0.21466796433120358
TCF7,3045,1.8982090936200133,1.3114563761322782,-0.23872945441833693,0.31379169565596554
XYLT1,9891,0.24452758479643233,0.36843162124968637,0.23343494863096936,0.09220016117310835
KIF6,9082,43.482610400699436,47.0471289687803,0.1154839295329177,0.19825524111853185
C9orf153,1845,0.10954252394220866,0.04407214606697366,-0.021335582237980637,0.8496247049104222
SLC14A2,3540,0.13727094365389103,0.04548799124480767,-0.13019768451683061,0.999509652709546
ADAM8,3279,0.945276790015698,0.47089154497736363,-0.307187461334033,0.07452006915642967
UBXN1,1153,226.64670812639,204.62257526815867,-0.10323229547450505,0.17191647842335142
GALK1,1866,56.0708328419203,72.62403411211297,0.3315135686021486,0.823550124163352
ADAL,1228,2.621167571839337,1.3619014788870223,-0.34890018420521657,0.4901188361146158
SLC1A4,4561,14.985480779113734,6.963132943510504,-0.8202069170854551,0.02433392611956588
C7,4257,0.15479652895666332,0.12190410521376933,-0.05355645840380834,0.11076382291848673
COG1,3079,11.841593664655,16.7855796204303,0.4263217121741582,0.053589500742157396
SERPINB4,1749,0,0.553323993150504,0.20855131217340092,0.8051897091182648
KCNE3,935,1.3961885868242045,0.08696589250648801,-0.3881123083607679,0.44613957237887997
TRMT10B,2281,24.22512322116597,36.4983406601641,0.38132049087442543,0.05139526213258383
LRRC20,3414,29.7555097185157,19.1369535999218,-0.5486226405295422,0.0010447951617834534
NSL1,2317,20.0716001216044,13.750321226719812,-0.3925903213256768,0.11620696390173152
ACTRT2,1421,0,0.057222455660496996,0.02199407929371799,0.9842574432440573
CEP97,8361,1.3718381138414397,1.2248068395087923,-0.10829873894433095,0.3960409979943664
ECE1,2381,45.85590062021783,44.4713435044383,-0.0189280072698655,0.31633775754733523
FAM177A1,2927,32.3206927662774,33.12455458333267,0.04528638684264116,0.10186202084262266
ARHGAP42,4752,0.8483947079787377,1.26249818895724,0.3405607855684778,0.044705505107437545
VRTN,3466,0.11183986115508437,0.14972469010242867,0.055005218944914044,0.8208550737390025
SYT13,5144,45.465984719835035,25.292384658687,-0.5066207570879667,1.526827871905551e-4
CAP1,1496,143.405200233836,146.62234656317142,0.036200513527206185,0.390379439726476
NAA35,2649,5.292634275357027,5.184080413819023,-0.010458633281486085,0.4469855585898903
ARHGAP12,4128,26.109182750541734,29.5659349927703,0.17334223218794984,0.06059200096664952
CD320,1250,243.66449062738468,198.95466150564266,-0.22008464244281456,0.022846682545043188
HNRNPDL,4139,31.8524939408332,26.718832257297667,-0.19195222996763664,0.001673234826914068
ZNF691,1683,4.938870000145504,4.831734711733243,-0.028444164878412705,4.3479562413916194e-6
KANK3,2787,2.07049568037863,5.701063282999076,0.6435031175384289,0.01994067839919803
