Gene,Length,RPF,mRNA,TE
YJL158C,227,1917.55,693.13,2.76650844718884
YJL161W,180,6.44,9.3,0.69247311827957
YJL162C,583,9.59,15.62,0.613956466069142
YJL163C,555,5.3,7.89,0.671736375158428
YJL164C,397,43.4,57.52,0.75452016689847
YJL165C,855,26.55,46.16,0.575173310225303
YJL166W,94,385.85,165.97,2.32481773814545
YJL167W,352,688.66,493.41,1.39571553069455
YJL168C,733,37.65,53.45,0.704396632366698
YJL170C,209,18.72,17.43,1.07401032702238
YJL171C,396,134.9,137.95,0.977890540050743
YJL172W,576,218.65,221.21,0.988427286289047
YJL173C,122,210.3,162.97,1.29042154997852
YJL174W,276,223.69,178.14,1.25569776580218
YJL176C,825,41.71,58.52,0.712747778537252
YJL177W,184,2396.62,1732.7,1.38317077393663
YJL178C,271,148.71,134.57,1.10507542542914
YJL179W,109,194.43,107.01,1.81693299691618
YJL180C,325,23.19,32.41,0.715519901265042
YJL181W,611,8.33,21.67,0.384402399630826
YJL183W,422,94.12,157.79,0.596489004372901
YJL184W,123,134.16,98.43,1.36299908564462
YJL185C,293,6.13,12.93,0.474091260634184
YJL186W,586,119.8,137.99,0.868178853540111
YJL187C,819,8.62,37.92,0.227320675105485
YJL189W,51,15707.79,7910.14,1.98577901276084
YJL190C,130,6846.38,4200.71,1.62981495985203
YJL192C,234,189.47,225.04,0.841939210806968
YJL193W,402,17.37,32.93,0.527482538718494
YJL194W,513,21.87,37.99,0.575677809949987
YJL196C,310,197.78,212.26,0.931781777065863
YJL197W,1254,22.52,54.12,0.416112342941611
YJL198W,881,33.89,61.95,0.547054075867635
YJL200C,789,83.08,122.07,0.680593102318342
YJL201W,599,25.7,43.96,0.584622383985441
YJL203W,280,31.96,21.8,1.46605504587156
YJL204C,840,18.39,27.07,0.679349833764315
YJL205C,53,101.83,76.14,1.33740478066719
YJL206C,758,4.3,13.38,0.321375186846039
YJL207C,2014,18.01,60.7,0.29670510708402
YJL208C,329,37.22,47.12,0.789898132427844
YJL209W,654,5.57,29.2,0.190753424657534
YJL210W,271,16.93,52.12,0.324827321565618
YJL212C,799,56.73,92.64,0.612370466321243
YJL217W,198,492.8,384.77,1.28076513241677
YJL218W,196,20.92,14.81,1.41255908170155
YJR001W,602,63.53,101.95,0.623148602256008
YJR002W,593,75.27,99.51,0.756406391317455
YJR003C,519,25.35,39.64,0.639505549949546
YJR005CA,93,13.79,4.76,2.89705882352941
YJR005W,700,25.31,49.92,0.507011217948718
YJR006W,487,24.05,38.6,0.623056994818653
YJR007W,304,459.76,338.03,1.36011596603852
YJR008W,338,6,11.07,0.5420054200542
YJR010CA,94,142.26,74.35,1.91338264963013
YJR010W,511,22.84,26.29,0.868771395968049
YJR011C,261,14.62,22.63,0.646045072912064
YJR012C,207,13.62,20.92,0.651051625239006
YJR013W,403,33.15,45.55,0.727771679473107
YJR014W,198,479.29,250.8,1.91104465709729
YJR015W,510,130.28,130.08,1.00153751537515
YJR016C,585,548.93,757.91,0.724268052935045
YJR017C,170,217.58,218.28,0.996793109767271
YJR019C,349,15.41,16.22,0.950061652281134
YJR021C,314,9.74,24.14,0.403479701739851
YJR022W,109,36.73,26.64,1.37875375375375
YJR024C,244,94.27,134.54,0.700683811505872
YJR025C,177,187.09,123.73,1.51208276085024
YJR030C,745,12.49,33.03,0.378141083863155
YJR031C,1408,18.48,51.42,0.359393232205368
YJR032W,393,66.22,59.98,1.10403467822608
YJR033C,1357,14.38,35.14,0.409220261809903
YJR034W,108,87.77,51.04,1.71963166144201
YJR035W,1085,7.37,18.69,0.394328517924024
YJR036C,892,1.45,6.18,0.23462783171521
YJR039W,1121,2.79,12.12,0.23019801980197999
YJR040W,779,29.93,53.2,0.562593984962406
YJR041C,1174,29.47,49.51,0.595233286204807
YJR042W,744,46.53,72.04,0.645891171571349
YJR043C,350,31.14,34.45,0.903918722786647
YJR044C,140,124.68,93.51,1.33333333333333
YJR045C,654,1675.73,1245.36,1.34557878846277
YJR046W,604,24.53,72.85,0.33671928620453
YJR048W,109,275.98,120.55,2.28934052260473
YJR049C,530,37.97,58.41,0.650059921246362
YJR050W,235,36.75,34.76,1.057249712313
YJR051W,501,51.72,63.46,0.815001575795777
YJR052W,565,14.14,25.35,0.557790927021696
YJR053W,574,11.57,19.98,0.579079079079079
YJR054W,497,8.56,33.17,0.258064516129032
YJR055W,164,24.45,16.81,1.45449137418203
YJR056C,236,27.95,27.94,1.00035790980673
YJR057W,216,52.4,56.96,0.919943820224719
YJR058C,147,49.81,66.96,0.743876941457587
YJR059W,818,42.17,81.52,0.517296368989205
YJR060W,351,170.49,97.45,1.749512570549
YJR061W,935,3.28,13.21,0.248296744890235
YJR062C,457,21.35,32.31,0.660786134323739
YJR063W,125,151.66,118.51,1.27972323010716
YJR064W,562,322.14,378.4,0.851321353065539
YJR065C,449,215.89,253.09,0.853016713422103
YJR066W,2470,12.22,49.31,0.247819914824579
YJR067C,141,54.82,30.72,1.78450520833333
YJR068W,353,58.88,74.59,0.789381954685615
YJR069C,197,311.23,152.89,2.0356465432664
YJR070C,325,536.29,335.57,1.59814643740501
YJR072C,385,142.03,120.29,1.18072990273506
YJR073C,206,87.09,78.6,1.10801526717557
YJR074W,218,62.5,59.83,1.04462644158449
YJR075W,396,127.34,157.34,0.8093301131308
YJR076C,415,129.67,112.66,1.15098526540032
YJR077C,311,275.22,244.81,1.1242187819125
YJR078W,453,8.28,7.39,1.12043301759134
YJR080C,394,38.41,52.59,0.730366989922038
YJR082C,113,55.79,66.2,0.842749244712991
YJR083C,309,21.11,17.68,1.19400452488688
YJR084W,423,19.73,29.44,0.670176630434783
YJR085C,105,515.05,253.58,2.03111444120199
YJR086W,110,145.48,110.96,1.31110310021629
YJR088C,292,146.84,118.49,1.23926069710524
YJR089W,954,8.4,26,0.323076923076923
YJR090C,1151,15.65,49.39,0.316865762300061
YJR091C,1091,26.16,63.47,0.412163226721286
YJR092W,1447,51.98,81.7,0.636230110159119
YJR093C,327,40.99,34.47,1.18914998549463
YJR094C,360,9.07,9.02,1.00554323725055
YJR094WA,92,4449.78,3200.06,1.39053017755917
YJR096W,282,38.83,48.17,0.806103383848868
YJR097W,172,39.74,30.04,1.32290279627164
YJR098C,656,8.23,11.93,0.689857502095558
YJR099W,236,47.69,44.42,1.07361548851869
YJR100C,327,22.83,38.53,0.592525304957176
YJR101W,266,54.54,65.13,0.837402118839245
YJR102C,202,26.97,23.39,1.1530568619068
YJR103W,578,54.55,59.77,0.912665216663878
YJR104C,154,3315.26,1812.33,1.82928053941611
YJR105W,340,922.14,645.59,1.42836784956396
YJR106W,725,5.23,15.41,0.339390006489293
YJR109C,1118,101.6,105.56,0.962485790071997
YJR110W,688,8.84,23.53,0.375690607734807
YJR111C,283,23.21,20.87,1.11212266411116
YJR112W,201,30.91,39.18,0.78892291985707
YJR112WA,109,25.62,33.41,0.766836276563903
YJR113C,247,53.12,73.32,0.724495362793235
YJR116W,279,23.2,28.22,0.822111977321049
YJR117W,453,133.76,154.71,0.864585353241549
YJR118C,203,105.96,85.34,1.24162174830091
YJR119C,728,4.27,8.79,0.485779294653015
YJR120W,116,11.23,84.43,0.133009593746299
YJR121W,511,488.03,634.21,0.769508522413711
YJR122W,497,10.46,21.98,0.475887170154686
YJR123W,225,9084.91,6518.28,1.39375878299183
YJR124C,448,43.08,57.23,0.752752053118994
YJR125C,408,136.08,83.96,1.62077179609338
YJR126C,811,24.4,60.81,0.401249794441704
YJR127C,1380,6.89,31.13,0.221329906842274
YJR129C,339,17.09,25.26,0.676563737133808
YJR130C,639,9.38,20.64,0.454457364341085
YJR131W,549,39.87,44.64,0.893145161290323
YJR132W,1048,42.43,77.02,0.550895871202285
YJR133W,209,99.48,82.89,1.20014477017734
YJR135C,239,9.87,20.18,0.489098116947473
YJR135WA,87,201.74,136.33,1.47979168194821
YJR136C,421,11.82,22.56,0.523936170212766
YJR137C,1442,33.66,74.74,0.45036125234145
YJR138W,1584,8.73,28.24,0.309135977337111
YJR139C,359,912.88,737.68,1.23750135560134
YJR140C,1648,11.74,34.64,0.33891454965358
YJR141W,347,7.69,24.54,0.313365933170334
YJR142W,342,65.55,54.4,1.20496323529412
YJR143C,762,148.4,287.67,0.515868877533285
YJR144W,269,95.62,106.48,0.898009015777611
YJR147W,358,12.63,72.17,0.175003464043231
YJR148W,376,576.96,539.4,1.06963292547275
YJR150C,298,5.87,3.47,1.69164265129683
YKL001C,202,78.29,76.75,1.0200651465798
YKL002W,232,86.15,85.28,1.01020168855535
YKL003C,131,98.77,89.04,1.10927672955975
YKL004W,401,63.26,147.77,0.428097719428842
YKL005C,594,16.94,32.48,0.521551724137931
YKL006CA,97,78.62,77.12,1.01945020746888
YKL007W,268,157.09,133.14,1.17988583445997
YKL008C,418,125.85,137.99,0.912022610334082
YKL009W,236,304.13,185.81,1.63677950594693
YKL010C,1483,37.8,64.95,0.581986143187067
YKL011C,353,11.09,21.47,0.51653469958081
YKL012W,583,18.18,39.42,0.461187214611872
YKL013C,171,287.54,240.9,1.19360730593607
YKL014C,1764,36.51,97.43,0.374730575798009
YKL015W,979,7.76,45.09,0.172100243956531
YKL016C,174,290.03,216.38,1.34037341713652
YKL017C,683,8.95,15.06,0.594289508632138
YKL018CA,99,72.77,19.39,3.75296544610624
YKL018W,329,35.29,39.04,0.903944672131147
YKL019W,316,43.39,72.27,0.600387436003874
YKL020C,1082,21.78,40.53,0.537379718726869
YKL021C,468,72.52,57.73,1.25619262082106
YKL022C,840,18.89,34.86,0.54188181296615
YKL023W,277,35.06,30.91,1.13426075703656
YKL024C,204,315.57,269.96,1.16895095569714
YKL025C,679,29.46,43.71,0.673987645847632
YKL027W,447,38.69,46.35,0.834735706580367
YKL028W,482,40.98,71.07,0.5766146053187
YKL029C,669,171.17,176.85,0.967882386202997
YKL032C,597,77.09,59.27,1.30065800573646
YKL033W,1038,9.05,26.74,0.338444278234854
YKL033WA,236,188.85,253.37,0.745352646327505
YKL034W,758,19.39,28.05,0.69126559714795
YKL035W,499,400.83,285.92,1.4018956351427
YKL038W,1170,8.61,35.71,0.241108933071969
YKL039W,523,128.34,154.8,0.82906976744186
YKL040C,256,119.38,92.47,1.29101330161133
YKL041W,224,63.26,19.55,3.23580562659847
YKL042W,363,32.56,27.52,1.18313953488372
YKL043W,366,26.06,59.03,0.441470438759953
YKL045W,528,34.3,33.09,1.03656693865216
YKL046C,449,105.4,96.46,1.09268090400166
YKL047W,516,26.14,34.43,0.759221609061865
YKL048C,640,6.92,22.99,0.301000434971727
YKL049C,229,59.05,41.05,1.43848964677223
YKL051W,353,10.76,13.11,0.820747520976354
YKL052C,292,33.68,45.17,0.745627628957273
YKL053CA,86,135.61,97.29,1.39387398499332
YKL054C,738,520.12,281.42,1.84819842228697
YKL055C,278,9.46,13.99,0.676197283774124
YKL056C,167,5314.5,4567.29,1.16360029689378
YKL057C,1037,40.92,80.59,0.507755304628366
YKL058W,122,125.81,138.37,0.909228879092289
YKL059C,441,27.55,32.59,0.845351334765265
YKL060C,359,18446.9,15020.92,1.22808057029796
YKL061W,113,29.93,23.52,1.27253401360544
YKL062W,630,16.54,17.34,0.953863898500577
YKL063C,167,129.35,81.63,1.58458899914247
YKL064W,969,20.59,52.47,0.39241471316943
YKL065C,206,171.85,172.49,0.996289639979129
YKL067W,153,565.29,319.42,1.76973890175944
YKL068W,959,45.46,76.47,0.594481496011508
YKL068WA,78,141.96,83.29,1.70440629127146
YKL069W,180,98.73,93.51,1.055822906641
YKL072W,766,11.67,26.54,0.439713639788998
YKL073W,881,67.41,89.44,0.753689624329159
YKL074C,527,23.78,26.9,0.884014869888476
YKL075C,450,20.24,28,0.722857142857143
YKL077W,392,233.82,216.32,1.08089866863905
YKL078W,735,19.38,30.8,0.629220779220779
YKL079W,656,23.04,38.79,0.593967517401392
YKL080W,392,363.55,460.14,0.790085626113792
YKL081W,412,2309.42,2121.39,1.08863528158424
YKL082C,434,105.67,67.47,1.56617756039721
YKL084W,116,69.65,62.37,1.11672278338945
YKL085W,334,216.04,155.31,1.39102440280729
YKL086W,127,9.39,5.43,1.7292817679558
YKL087C,224,56.89,34.06,1.67028772753964
YKL088W,571,37.56,30.34,1.23796967699407
YKL089W,549,15.08,18.29,0.82449425915801
YKL091C,310,26.08,27.94,0.933428775948461
YKL092C,1104,11.58,31.83,0.363807728557964
YKL094W,313,99.09,121.86,0.81314623338257
YKL095W,278,22.14,16.29,1.35911602209945
YKL096W,239,393.6,222.6,1.76819407008086
YKL096WA,92,4879.65,2208.27,2.20971620318168
YKL098W,357,12.23,30.19,0.405101026830076
YKL099C,250,128.39,95.87,1.33920934598936
YKL100C,587,52.55,88.29,0.595197644127308
YKL101W,1518,26.11,69.74,0.374390593633496
YKL103C,514,99.67,88.47,1.12659658641347
YKL104C,717,199.55,228.44,0.873533531780774
YKL105C,1132,13.83,22.61,0.611676249447147
YKL106W,451,39.91,81.41,0.490234614912173
YKL108W,453,14,23.25,0.602150537634409
YKL109W,554,16.58,29.49,0.562224482875551
YKL110C,313,52.43,60.38,0.868333885392514
YKL112W,731,74.11,85.71,0.86465989966165
YKL113C,382,64.2,77.56,0.827746260959257
YKL114C,367,74.36,73.35,1.01376959781868
YKL116C,518,16.41,30.97,0.52986761381982606
YKL117W,216,1072.94,391.44,2.74100756182301
YKL119C,215,55.6,52.19,1.06533818739222
YKL120W,324,239.41,212.35,1.12743112785496
YKL121W,852,5.09,15.13,0.336417713152677
YKL122C,167,150.65,109.04,1.381603081438
YKL124W,579,11.08,19.13,0.57919498170413
YKL125W,627,29.88,43.41,0.688320663441603
YKL126W,680,77.37,108.64,0.712168630338733
YKL127W,570,181.87,160.17,1.13548105138291
YKL128C,295,111.92,140.97,0.79392778605377
YKL129C,1272,27.89,46.43,0.600689209562783
YKL130C,246,63.21,57.22,1.104683677036
YKL133C,463,2.42,12.54,0.192982456140351
YKL134C,772,14.03,27.03,0.51905290418054
YKL135C,726,37.91,63.79,0.59429377645399
YKL137W,111,128.88,82.91,1.55445663972983
YKL138C,131,98.97,87.91,1.12581048799909
YKL138CA,69,203.86,108.42,1.88028039107176
YKL140W,548,35.6,47.42,0.75073808519612
YKL141W,198,150.2,121.3,1.23825226710635
YKL142W,219,336.79,213.94,1.57422641862204
YKL143W,463,88.23,76.75,1.14957654723127
YKL144C,212,69.22,59.66,1.16024136775059
YKL145W,467,312.55,271.68,1.15043433451119
YKL146W,692,28.58,43.03,0.664187775970253
YKL148C,640,39.54,41.91,0.943450250536865
YKL149C,405,16.8,26.25,0.64
YKL150W,302,140.5,108.21,1.29840125681545
YKL151C,337,50.24,42.5,1.18211764705882
YKL152C,247,15019.33,11358.75,1.32226961593485
YKL154W,244,84.31,95.4,0.883752620545073
YKL155C,628,16.05,32.05,0.500780031201248
YKL156W,82,2163.93,1097.14,1.97233716754471
YKL157W,952,154.03,164.76,0.934874969652828
YKL159C,211,19.84,18.89,1.05029115934357
YKL160W,145,264.61,302.42,0.874975200052907
YKL162C,402,5.72,7.22,0.792243767313019
YKL165C,919,47.1,68.23,0.690312179393229
YKL166C,398,42.63,48.84,0.872850122850123
YKL167C,137,81.11,61.79,1.31267195339052
YKL168C,724,9.91,20.53,0.482708231855821
YKL170W,138,86.34,67.05,1.28769574944072
YKL171W,928,4.59,20.63,0.22249151720795
YKL172W,427,257.22,163.09,1.57716598197314
YKL173W,1008,22.23,39.01,0.569853883619585
YKL174C,618,25.05,41.57,0.602598027423623
YKL175W,503,57.13,86,0.664302325581395
YKL176C,828,7.93,68.71,0.115412603696696
YKL178C,470,3.8,7.33,0.518417462482947
YKL179C,679,41,68.93,0.594806325257508
YKL180W,184,5204.66,3554.73,1.46415058246337
YKL181W,427,226.07,292.29,0.773444182147867
YKL182W,2051,660.07,1053.89,0.626317737145243
YKL183W,306,35.83,40.37,0.887540252662869
YKL184W,466,152.31,169.61,0.898001297093332
YKL185W,588,49,66.04,0.741974560872199
YKL186C,184,99.3,93.08,1.0668242372153
YKL189W,399,19.94,20.48,0.9736328125
YKL190W,175,202.15,162.27,1.24576323411598
YKL191W,534,59.02,125.99,0.468449876974363
YKL192C,125,581.77,274.03,2.12301572820494
YKL193C,338,56.93,48.05,1.18480749219563
YKL194C,462,13.34,27.27,0.489182251558489
YKL195W,403,118.5,142.39,0.832221363859822
YKL196C,200,362.57,283.23,1.28012569289976
YKL197C,1043,12.8,31.8,0.40251572327044
YKL198C,662,11.22,32.41,0.346189447701327
YKL201C,1178,4.16,15.29,0.272073250490517
YKL203C,2474,10.54,44.66,0.236005373936408
YKL204W,632,70.03,54.28,1.29016212232867
YKL205W,1100,30.61,70.56,0.433815192743764
YKL206C,267,55.04,62.67,0.878251156853359
YKL207W,253,188.46,218.65,0.861925451635033
YKL208W,271,19.05,22.34,0.852730528200537
YKL209C,1290,81.8,168.06,0.486730929429965
YKL210W,1024,469.09,449.33,1.04397658736341
YKL211C,484,110.2,104.02,1.05941165160546
YKL212W,623,227.22,234.15,0.970403587443946
YKL213C,715,45.47,58.99,0.77080861162909
YKL214C,203,97.6,77.1,1.26588845654994
YKL215C,1286,45.95,60.12,0.764304723885562
YKL216W,314,620.57,431.65,1.43766940808525
YKL218C,326,18.68,22.8,0.819298245614035
YKL219W,407,14.55,29.26,0.497265892002734
YKL222C,705,1.07,12.01,0.0890924229808493
YKR001C,704,265.04,219.44,1.20780167699599
YKR002W,568,44.77,54.76,0.817567567567568
YKR003W,448,56.81,100.74,0.563926940639269
YKR004C,377,7.03,18.54,0.379180151024811
YKR006C,264,99.22,90.41,1.09744497290123
YKR007W,184,47.29,60.18,0.785809238949817
YKR008W,625,60.98,62.92,0.969167196439924
YKR009C,900,2,5.47,0.36563071297989
YKR010C,771,12.34,27.9,0.442293906810036
YKR011C,353,51.47,31.37,1.64073956008926
YKR013W,329,263.26,146.75,1.79393526405451
YKR014C,234,246.84,121.99,2.02344454463481
YKR016W,540,40.34,56.32,0.716264204545455
YKR017C,551,6.6,14.38,0.458970792767733
YKR018C,725,105.32,160.68,0.6554642768235
YKR019C,615,8.25,15.92,0.51821608040201
YKR020W,164,50.33,29.41,1.71132267936076
YKR021W,915,10.27,23.72,0.432967959527825
YKR022C,322,12.9,32.86,0.392574558734023
YKR023W,530,22.36,19.59,1.14139867279224
YKR024C,742,36.39,38.34,0.949139280125196
YKR025W,282,104.15,69.29,1.50310290085149
YKR026C,305,105.36,98.27,1.07214816322377
YKR027W,765,12.04,27.92,0.431232091690544
YKR028W,1033,32.34,91.71,0.352633300621524
YKR029C,751,24.63,29.75,0.827899159663866
YKR030W,273,41.89,45.97,0.911246465085926
YKR031C,1683,12.75,39.86,0.319869543401907
YKR035WA,204,128.37,77.92,1.64745893223819
YKR036C,643,10.36,34.52,0.300115874855156
YKR037C,295,24.99,33.03,0.756584922797457
YKR038C,386,51.11,87.34,0.585184337073506
YKR039W,602,9.38,13.82,0.678726483357453
YKR041W,250,3.89,9.06,0.429359823399558
YKR042W,365,1373.88,887.63,1.54780708177957
YKR043C,271,416.74,217.75,1.91384615384615
YKR044W,443,9.29,25.22,0.368358445678033
YKR045C,183,26.13,27.7,0.943321299638989
YKR046C,283,38.44,38.78,0.991232594120681
YKR048C,417,272.28,274.76,0.990973940893871
YKR049C,133,45.45,59.95,0.7581317764804
YKR050W,889,0.72,29.67,0.0242669362992922
YKR051W,418,6.46,22.25,0.290337078651685
YKR052C,304,31.03,43.55,0.712514351320322
YKR054C,4092,4.89,43.12,0.113404452690167
YKR055W,291,27.07,23.34,1.15981148243359
YKR056W,639,48.56,55.22,0.879391524809852
YKR057W,87,3038.53,2206.2,1.37726860665398
YKR058W,616,1.43,9.75,0.146666666666667
YKR060W,274,44.76,46.52,0.962166809974205
YKR061W,425,2.24,14.82,0.15114709851552
YKR062W,328,68.9,69.02,0.998261373514923
YKR063C,502,13.54,27.35,0.495063985374771
YKR064W,863,6.81,27.43,0.248268319358367
YKR065C,197,170.89,129.91,1.31544915710877
YKR066C,361,160.65,163.46,0.982809249969411
YKR067W,743,33.53,55.04,0.609193313953488
YKR068C,193,104.37,98.18,1.06304746384192
YKR069W,593,4.22,16.76,0.251789976133652
YKR070W,352,71.01,85.85,0.827140361094933
YKR071C,348,160.52,123.6,1.29870550161812
YKR072C,562,47.2,68.57,0.688347673909873
YKR074W,155,147.76,137.49,1.07469634155211
YKR075C,307,13.51,16.67,0.810437912417516
YKR076W,370,14.18,21.28,0.666353383458647
YKR077W,363,26.36,13.56,1.94395280235988
YKR078W,585,9.44,17.33,0.544720138488171
YKR079C,838,18.45,50.15,0.3678963110668
YKR080W,320,154.77,159.49,0.970405668066963
YKR081C,344,215.24,145.21,1.48226706149714
YKR082W,1157,46.57,79.88,0.582999499248873
YKR083C,133,45.79,41.81,1.09519253767041
YKR084C,611,80.43,86.67,0.928002769124264
YKR085C,195,97.32,115.59,0.841941344406956
YKR086W,1071,8.35,27.39,0.304855786783498
YKR087C,345,29.03,35.66,0.81407739764442
YKR088C,337,51.91,67.47,0.769378983251816
YKR089C,910,22.49,57.33,0.392290249433107
YKR090W,706,25.09,36.39,0.689475130530365
YKR091W,246,11.9,13.6,0.875
YKR092C,406,293.31,223.29,1.31358323256751
YKR093W,601,201.2,219.54,0.916461692630045
YKR095W,1875,35,91.37,0.383057896464923
YKR095WA,88,147.77,110.17,1.34129073250431
YKR096W,1195,12.22,37.56,0.325346112886049
YKR098C,717,3.3,14.83,0.222521915037087
YKR099W,811,13.62,30.77,0.442638934026649
YKR100C,355,35.92,60.17,0.596975236828985
YKR101W,654,7.26,15.05,0.482392026578073
YLL001W,757,50.27,53.44,0.940681137724551
YLL002W,436,12.69,18.74,0.677161152614728
YLL003W,946,3.85,21.12,0.182291666666667
YLL004W,616,17.38,26.21,0.663105684853109
YLL006W,426,29.76,46.44,0.640826873385013
YLL007C,665,10.47,16.58,0.631483715319662
YLL008W,752,105.66,102.75,1.02832116788321
YLL009C,69,332.03,150.5,2.20617940199336
YLL010C,427,48.02,53.36,0.899925037481259
YLL011W,489,59.15,80.21,0.737439222042139
YLL012W,573,27.04,41.14,0.657267865824016
YLL013C,879,49.83,82.87,0.601303246048027
YLL014W,108,206.07,193.67,1.06402643672226
YLL015W,1559,19.19,43.34,0.442778034148593
YLL018C,557,710,536.15,1.32425627156579
YLL018CA,98,38.48,39.67,0.970002520796572
YLL019C,737,11.58,33.72,0.343416370106762
YLL021W,1466,57.66,78.29,0.736492527781326
YLL022C,385,46.41,45.64,1.01687116564417
YLL023C,279,86.94,66.86,1.30032904576727
YLL026W,908,432.46,354.1,1.22129341993787
YLL027W,250,63.86,57.68,1.10714285714286
YLL028W,586,54.14,57.36,0.943863319386332
YLL029W,749,62.09,103.42,0.600367433765229
YLL031C,1017,36.22,65.38,0.5539920464974
YLL032C,825,15.74,27.26,0.577402787967718
YLL033W,230,8.2,14.34,0.571827057182706
YLL034C,837,49.34,72.91,0.676724729118091
YLL035W,632,15.25,29.36,0.51941416893733
YLL036C,503,28.45,42.56,0.668468045112782
YLL038C,247,34.1,33.67,1.01277101277101
YLL040C,3144,38.44,93,0.413333333333333
YLL041C,266,58.21,46.07,1.26351204688517
YLL043W,669,47.7,80.33,0.593800572637869
YLL048C,1661,58.72,163.26,0.359671689329903
YLL049W,179,16.61,64.61,0.257080947221792
YLL050C,143,2124.77,1340.51,1.58504598995905
YLL051C,712,15.29,50.53,0.302592519295468
YLL054C,843,4.74,16.29,0.29097605893186
YLL055W,531,1.35,11.31,0.119363395225464
YLL058W,575,28.05,32.35,0.867078825347759
YLL061W,583,31.16,53.1,0.586817325800377
YLL062C,324,23.88,27.34,0.873445501097293
YLL063C,474,4.63,7.89,0.58681875792142
YLR001C,862,15.6,28.89,0.539979231568017
YLR002C,663,67.45,70.52,0.956466250709019
YLR003C,291,77.53,81.86,0.947104813095529
YLR005W,461,32.27,40.25,0.801739130434783
YLR006C,712,12.88,28.89,0.44582900657667
YLR007W,336,14.4,35.3,0.407932011331445
YLR008C,168,121.25,115.71,1.04787831648086
YLR009W,199,295.66,198.84,1.48692416012875
YLR011W,191,24.8,18.81,1.31844763423711
YLR014C,904,3.61,16.44,0.219586374695864
YLR015W,505,19.96,25.92,0.770061728395062
YLR016C,204,24.23,37.64,0.643730074388948
YLR017W,337,139.98,136.55,1.02511900402783
YLR018C,299,46.81,69.46,0.673913043478261
YLR019W,397,34.79,62.36,0.557889672867223
YLR020C,538,25.89,54.06,0.478912319644839
YLR021W,179,46.44,60.76,0.764318630678078
YLR022C,250,91.25,89.18,1.02321148239516
YLR023C,543,20.3,55.02,0.368956743002544
YLR024C,1872,7.97,34.97,0.22790963683157
YLR025W,240,147.43,63.77,2.31190214834562
YLR026C,340,69.84,53.85,1.29693593314763
YLR027C,418,516.96,488.74,1.05774031182224
YLR028C,591,183.51,209.27,0.876905433172457
YLR032W,1169,15.96,26.99,0.591330122267507
YLR033W,502,45.82,55,0.833090909090909
YLR034C,473,86.02,109.46,0.785857847615567
YLR035C,695,4.97,13.95,0.356272401433692
YLR036C,203,27.45,35.88,0.76505016722408
YLR038C,83,260.49,111.48,2.33665231431647
YLR039C,1056,17.22,36.35,0.47372764786795
YLR040C,224,27.45,16.26,1.68819188191882
YLR042C,161,37.02,19.26,1.92211838006231
YLR043C,103,1221.65,857.2,1.42516332244517
YLR044C,563,23902.1,19774.38,1.20874080502145
YLR045C,888,32.48,50.88,0.638364779874214
YLR047C,686,6.58,26.83,0.245247856876631
YLR049C,428,38.97,57.38,0.67915650052283
YLR050C,161,76.62,81.62,0.938740504778241
YLR051C,217,111.73,71.44,1.56396976483763
YLR052W,250,51.13,64.37,0.794314121485164
YLR055C,602,41.48,51.01,0.813173887473044
YLR056W,365,587.61,636.7,0.922899324642689
YLR057W,849,15.22,36.17,0.420790710533591
YLR058C,469,1299.21,837.18,1.55188848276356
YLR059C,269,61.23,71.54,0.855884819681297
YLR060W,595,428.6,409.11,1.04763999902227
YLR061W,121,7171.79,3961.21,1.81050487098639
YLR063W,365,23.73,22.79,1.04124616059675
YLR064W,273,66.93,78.6,0.851526717557252
YLR065C,181,110.36,93.81,1.17642042426181
YLR066W,184,143.49,148.98,0.963149416028997
YLR067C,965,4.91,22.03,0.222877893781207
YLR068W,151,82.98,30.31,2.73771032662488
YLR069C,761,41.45,51.74,0.801120989563201
YLR070C,356,4.09,4.15,0.985542168674699
YLR071C,1082,24.76,59.68,0.414879356568365
YLR072W,693,18.6,33.8,0.550295857988166
YLR073C,200,34.44,71.61,0.480938416422287
YLR074C,166,175.95,110.88,1.58685064935065
YLR075W,221,9581.07,7104.14,1.34866007708181
YLR077W,583,23.3,48.12,0.484206151288446
YLR078C,244,53.74,71.4,0.75266106442577
YLR079W,284,80.62,92.37,0.872794197250189
YLR080W,444,8.76,7.2,1.21666666666667
YLR082C,392,17.04,16.82,1.01307966706302
YLR083C,667,119.04,167.2,0.711961722488038
YLR084C,1220,27.36,63.7,0.429513343799058
YLR085C,438,20.12,29.66,0.678354686446393
YLR086W,1418,19.01,44.04,0.431653042688465
YLR087C,2958,3.5,36.72,0.0953159041394336
YLR088W,614,53,77.43,0.684489216066124
YLR089C,592,95.87,111.15,0.862528115159694
YLR090W,459,31.46,52.32,0.601299694189602
YLR091W,293,7.16,14.78,0.484438430311231
YLR092W,893,1.76,5.62,0.313167259786477
YLR093C,253,109.27,98.43,1.11012902570355
YLR094C,502,37.62,50.69,0.742158216610771
YLR095C,812,24.53,38.31,0.640302793004437
YLR096W,1147,22.04,48.23,0.456976985278872
YLR097C,344,15.27,38.2,0.399738219895288
YLR098C,648,6.08,21.42,0.283846872082166
YLR099C,394,28.55,58.21,0.490465555746435
YLR099WA,87,114.69,129.54,0.8853635942566
YLR100W,347,223.48,229.91,0.97203253447001
