Gene,FEcap,uATG,utr,gc
YER009W,-6.2,TRUE,35,0.4
YER010C,-7,TRUE,22,0.363636363636364
YER012W,-4.8,TRUE,63,0.412698412698413
YER013W,NA,FALSE,NA,NA
YER014W,-4.2,TRUE,55,0.4
YER015W,NA,FALSE,NA,NA
YER016W,-16,TRUE,21,0.333333333333333
YER017C,NA,FALSE,NA,NA
YER018C,NA,FALSE,NA,NA
YER019CA,-8.7,TRUE,54,0.407407407407407
YER019W,NA,FALSE,NA,NA
YER020W,NA,FALSE,NA,NA
YER021W,-11.5,TRUE,12,0.416666666666667
YER022W,-3.4,TRUE,31,0.419354838709677
YER023W,-2.6,TRUE,37,0.405405405405405
YER024W,NA,FALSE,NA,NA
YER025W,-3.4,TRUE,27,0.37037037037037
YER026C,-4.6,TRUE,13,0.384615384615385
YER027C,-7.5,TRUE,73,0.383561643835616
YER028C,NA,FALSE,NA,NA
YER029C,-8,TRUE,67,0.388059701492537
YER030W,-3.8,TRUE,2,1
YER031C,-8.7,TRUE,35,0.4
YER032W,NA,FALSE,NA,NA
YER033C,NA,FALSE,NA,NA
YER034W,NA,FALSE,NA,NA
YER035W,NA,FALSE,NA,NA
YER036C,-6.2,TRUE,27,0.37037037037037
YER037W,NA,FALSE,NA,NA
YER038C,-11.9,TRUE,11,0.454545454545455
YER040W,NA,FALSE,NA,NA
YER041W,NA,FALSE,NA,NA
YER042W,-7.2,TRUE,21,0.333333333333333
YER043C,-5.2,TRUE,25,0.36
YER044C,-3.2,TRUE,40,0.4
YER045C,-7.7,TRUE,152,0.361842105263158
YER046W,NA,FALSE,NA,NA
YER047C,NA,FALSE,NA,NA
YER048C,-5.5,TRUE,68,0.382352941176471
YER048WA,-7.5,TRUE,37,0.405405405405405
YER049W,-3.4,TRUE,19,0.263157894736842
YER050C,NA,FALSE,NA,NA
YER051W,NA,FALSE,NA,NA
YER052C,NA,FALSE,NA,NA
YER053C,-6.9,TRUE,91,0.362637362637363
YER053CA,NA,FALSE,NA,NA
YER055C,-8,TRUE,10,0.5
YER056C,-0.5,TRUE,88,0.375
YER057C,-3.8,TRUE,81,0.37037037037037
YER058W,NA,FALSE,NA,NA
YER059W,NA,FALSE,NA,NA
YER060W,-11.8,TRUE,140,0.35
YER061C,-6,TRUE,32,0.40625
YER062C,NA,FALSE,NA,NA
YER063W,-6.9,TRUE,62,0.403225806451613
YER064C,-5.1,TRUE,91,0.362637362637363
YER067W,NA,FALSE,NA,NA
YER068W,-5.8,TRUE,84,0.369047619047619
YER069W,-7.2,TRUE,53,0.415094339622642
YER070W,-4.2,TRUE,54,0.407407407407407
YER071C,NA,FALSE,NA,NA
YER072W,NA,FALSE,NA,NA
YER073W,-5.5,TRUE,81,0.37037037037037
YER074WA,NA,FALSE,NA,NA
YER075C,NA,FALSE,NA,NA
YER076C,NA,FALSE,NA,NA
YER077C,NA,FALSE,NA,NA
YER078C,NA,FALSE,NA,NA
YER080W,NA,FALSE,NA,NA
YER081W,NA,FALSE,NA,NA
YER082C,-6.8,TRUE,41,0.390243902439024
YER083C,-10.3,TRUE,19,0.263157894736842
YER086W,NA,FALSE,NA,NA
YER087CB,NA,FALSE,NA,NA
YER087W,-8.3,TRUE,39,0.41025641025641
YER088C,NA,FALSE,NA,NA
YER089C,NA,FALSE,NA,NA
YER090W,-7.4,TRUE,68,0.382352941176471
YER091C,-4.2,TRUE,71,0.394366197183099
YER092W,NA,FALSE,NA,NA
YER093C,NA,FALSE,NA,NA
YER093CA,-6.4,TRUE,14,0.357142857142857
YER094C,-12.3,TRUE,102,0.343137254901961
YER095W,NA,FALSE,NA,NA
YER098W,NA,FALSE,NA,NA
YER099C,NA,FALSE,NA,NA
YER100W,-2.8,TRUE,79,0.367088607594937
YER101C,NA,FALSE,NA,NA
YER103W,NA,FALSE,NA,NA
YER104W,-8.9,TRUE,19,0.263157894736842
YER105C,-15.6,TRUE,22,0.363636363636364
YER107C,-8.7,TRUE,177,0.389830508474576
YER110C,-9.4,TRUE,113,0.345132743362832
YER111C,NA,FALSE,NA,NA
YER112W,-2.1,TRUE,42,0.380952380952381
YER113C,-7.7,TRUE,52,0.423076923076923
YER114C,NA,FALSE,NA,NA
YER115C,NA,FALSE,NA,NA
YER116C,NA,FALSE,NA,NA
YER118C,NA,FALSE,NA,NA
YER119C,-11,TRUE,27,0.37037037037037
YER120W,-6.9,TRUE,27,0.37037037037037
YER122C,NA,FALSE,NA,NA
YER123W,NA,FALSE,NA,NA
YER124C,-8.7,TRUE,41,0.390243902439024
YER125W,-8.8,TRUE,505,0.415841584158416
YER126C,-5.3,TRUE,28,0.392857142857143
YER127W,-4.1,TRUE,22,0.363636363636364
YER128W,NA,FALSE,NA,NA
YER129W,NA,FALSE,NA,NA
YER130C,-4.5,TRUE,68,0.382352941176471
YER131W,-2,TRUE,383,0.409921671018277
YER132C,NA,FALSE,NA,NA
YER133W,-4,TRUE,70,0.385714285714286
YER134C,-10.6,TRUE,13,0.384615384615385
YER136W,NA,FALSE,NA,NA
YER137C,-5.5,TRUE,21,0.333333333333333
YER139C,NA,FALSE,NA,NA
YER140W,NA,FALSE,NA,NA
YER142C,NA,FALSE,NA,NA
YER143W,NA,FALSE,NA,NA
YER144C,-20.7,TRUE,10,0.5
YER145C,-12.9,TRUE,22,0.363636363636364
YER146W,NA,FALSE,NA,NA
YER147C,NA,FALSE,NA,NA
YER148W,NA,FALSE,NA,NA
YER149C,-10.8,TRUE,52,0.423076923076923
YER150W,NA,FALSE,NA,NA
YER151C,-5.4,TRUE,75,0.373333333333333
YER152C,NA,FALSE,NA,NA
YER153C,NA,FALSE,NA,NA
YER154W,-10.3,TRUE,5,0.6
YER155C,-7.9,TRUE,63,0.412698412698413
YER156C,-4.7,TRUE,17,0.294117647058824
YER157W,-10.5,TRUE,17,0.294117647058824
YER158C,NA,FALSE,NA,NA
YER159C,NA,FALSE,NA,NA
YER161C,-13,TRUE,48,0.395833333333333
YER162C,NA,FALSE,NA,NA
YER163C,-12.9,TRUE,9,0.555555555555556
YER164W,NA,FALSE,NA,NA
YER165W,-7.4,TRUE,143,0.356643356643357
YER166W,NA,FALSE,NA,NA
YER167W,NA,FALSE,NA,NA
YER168C,NA,FALSE,NA,NA
YER169W,NA,FALSE,NA,NA
YER170W,-4,TRUE,24,0.333333333333333
YER171W,NA,FALSE,NA,NA
YER172C,NA,FALSE,NA,NA
YER173W,-8.4,TRUE,1,1
YER174C,NA,FALSE,NA,NA
YER175C,NA,FALSE,NA,NA
YER176W,NA,FALSE,NA,NA
YER177W,-2,TRUE,40,0.4
YER178W,-8.4,TRUE,26,0.384615384615385
YER180CA,-13.4,TRUE,19,0.263157894736842
YER182W,-5,TRUE,36,0.416666666666667
YER183C,-7.4,TRUE,2,1
YER184C,NA,FALSE,NA,NA
YFL001W,-10.4,TRUE,39,0.41025641025641
YFL002C,NA,FALSE,NA,NA
YFL004W,NA,FALSE,NA,NA
YFL005W,NA,FALSE,NA,NA
YFL007W,-8.2,TRUE,124,0.354838709677419
YFL008W,-7.1,TRUE,55,0.4
YFL010C,NA,FALSE,NA,NA
YFL013C,NA,FALSE,NA,NA
YFL014W,NA,FALSE,NA,NA
YFL016C,-4.2,TRUE,82,0.365853658536585
YFL017C,NA,FALSE,NA,NA
YFL017WA,-8.6,TRUE,44,0.363636363636364
YFL018C,NA,FALSE,NA,NA
YFL021W,NA,FALSE,NA,NA
YFL022C,-9.5,TRUE,10,0.5
YFL023W,-12.5,TRUE,15,0.333333333333333
YFL024C,NA,FALSE,NA,NA
YFL025C,NA,FALSE,NA,NA
YFL026W,NA,FALSE,NA,NA
YFL027C,-3.3,TRUE,36,0.416666666666667
YFL028C,-11.9,TRUE,23,0.347826086956522
YFL029C,NA,FALSE,NA,NA
YFL031W,-2.97,TRUE,67,0.388059701492537
YFL034CA,-1.7,TRUE,46,0.391304347826087
YFL034CB,NA,FALSE,NA,NA
YFL034W,-6.6,TRUE,190,0.38947368421052603
YFL036W,NA,FALSE,NA,NA
YFL037W,-5.6,TRUE,66,0.393939393939394
YFL038C,-7.6,TRUE,68,0.382352941176471
YFL039C,NA,FALSE,NA,NA
YFL041W,-14.8,TRUE,23,0.347826086956522
YFL042C,-9.6,TRUE,25,0.36
YFL044C,NA,FALSE,NA,NA
YFL045C,NA,FALSE,NA,NA
YFL046W,-12.4,TRUE,19,0.263157894736842
YFL047W,-15.6,TRUE,9,0.555555555555556
YFL048C,NA,FALSE,NA,NA
YFL049W,-6.6,TRUE,45,0.377777777777778
YFL054C,NA,FALSE,NA,NA
YFR001W,-7.4,TRUE,39,0.41025641025641
YFR002W,NA,FALSE,NA,NA
YFR003C,NA,FALSE,NA,NA
YFR004W,-1.6,TRUE,31,0.419354838709677
YFR005C,NA,FALSE,NA,NA
YFR006W,NA,FALSE,NA,NA
YFR007W,-10.4,TRUE,21,0.333333333333333
YFR008W,NA,FALSE,NA,NA
YFR009W,NA,FALSE,NA,NA
YFR010W,NA,FALSE,NA,NA
YFR011C,-4.9,TRUE,45,0.377777777777778
YFR013W,NA,FALSE,NA,NA
YFR014C,NA,FALSE,NA,NA
YFR015C,-4.3,TRUE,90,0.366666666666667
YFR017C,NA,FALSE,NA,NA
YFR018C,-9.8,TRUE,39,0.41025641025641
YFR021W,-5.8,TRUE,94,0.361702127659574
YFR022W,NA,FALSE,NA,NA
YFR024CA,-5.2,TRUE,26,0.384615384615385
YFR025C,-8.9,TRUE,25,0.36
YFR027W,-8.7,TRUE,76,0.381578947368421
YFR028C,-5,TRUE,59,0.406779661016949
YFR029W,NA,FALSE,NA,NA
YFR030W,NA,FALSE,NA,NA
YFR031C,NA,FALSE,NA,NA
YFR032CA,-6.4,TRUE,27,0.37037037037037
YFR033C,NA,FALSE,NA,NA
YFR034C,-12.8,TRUE,12,0.416666666666667
YFR036W,-6.9,TRUE,23,0.347826086956522
YFR037C,-11.7,TRUE,7,0.714285714285714
YFR038W,NA,FALSE,NA,NA
YFR039C,-12.4,TRUE,130,0.346153846153846
YFR040W,NA,FALSE,NA,NA
YFR041C,-10.8,TRUE,24,0.333333333333333
YFR042W,-8.1,TRUE,49,0.408163265306122
YFR043C,NA,FALSE,NA,NA
YFR044C,-7.1,TRUE,19,0.263157894736842
YFR045W,-8.7,TRUE,17,0.294117647058824
YFR046C,-4.9,TRUE,2,1
YFR047C,-3.1,TRUE,35,0.4
YFR048W,NA,FALSE,NA,NA
YFR049W,NA,FALSE,NA,NA
YFR050C,-4,TRUE,54,0.407407407407407
YFR051C,-11.5,TRUE,18,0.277777777777778
YFR052W,NA,FALSE,NA,NA
YFR053C,NA,FALSE,NA,NA
YFR055W,NA,FALSE,NA,NA
YGL001C,-6.5,TRUE,55,0.4
YGL002W,-8.5,TRUE,26,0.384615384615385
YGL003C,-6,TRUE,104,0.336538461538462
YGL004C,-7,TRUE,16,0.3125
YGL005C,-3.9,TRUE,30,0.4
YGL006W,NA,FALSE,NA,NA
YGL008C,NA,FALSE,NA,NA
YGL009C,NA,FALSE,NA,NA
YGL010W,NA,FALSE,NA,NA
YGL011C,-12.1,TRUE,26,0.384615384615385
YGL012W,-12.8,TRUE,38,0.394736842105263
YGL013C,-9.5,TRUE,131,0.351145038167939
YGL014W,NA,FALSE,NA,NA
YGL016W,NA,FALSE,NA,NA
YGL017W,NA,FALSE,NA,NA
YGL018C,-8.5,TRUE,36,0.416666666666667
YGL019W,-7.4,TRUE,77,0.376623376623377
YGL020C,-9.8,TRUE,51,0.411764705882353
YGL021W,NA,FALSE,NA,NA
YGL022W,-4.4,TRUE,66,0.393939393939394
YGL023C,-25.9,TRUE,39,0.41025641025641
YGL025C,-8.6,TRUE,39,0.41025641025641
YGL026C,-6.8,TRUE,19,0.263157894736842
YGL027C,-8.5,TRUE,32,0.40625
YGL028C,-3.3,TRUE,168,0.386904761904762
YGL029W,-7.6,TRUE,43,0.372093023255814
YGL030W,-5.97,TRUE,59,0.406779661016949
YGL032C,NA,FALSE,NA,NA
YGL035C,NA,FALSE,NA,NA
YGL036W,-7.3,TRUE,42,0.380952380952381
YGL037C,NA,FALSE,NA,NA
YGL038C,NA,FALSE,NA,NA
YGL039W,NA,FALSE,NA,NA
YGL040C,NA,FALSE,NA,NA
YGL041WA,NA,FALSE,NA,NA
YGL043W,-8.6,TRUE,23,0.347826086956522
YGL044C,NA,FALSE,NA,NA
YGL045W,NA,FALSE,NA,NA
YGL047W,-4.7,TRUE,88,0.375
YGL048C,-8.3,TRUE,29,0.379310344827586
YGL049C,NA,FALSE,NA,NA
YGL050W,-9,TRUE,24,0.333333333333333
YGL054C,NA,FALSE,NA,NA
YGL055W,NA,FALSE,NA,NA
YGL056C,-9.7,TRUE,99,0.353535353535354
YGL057C,NA,FALSE,NA,NA
YGL058W,-7.8,TRUE,58,0.396551724137931
YGL059W,-7.3,TRUE,36,0.416666666666667
YGL060W,NA,FALSE,NA,NA
YGL061C,-8.3,TRUE,74,0.378378378378378
YGL063W,NA,FALSE,NA,NA
YGL064C,NA,FALSE,NA,NA
YGL065C,NA,FALSE,NA,NA
YGL066W,-2.4,TRUE,103,0.339805825242718
YGL067W,NA,FALSE,NA,NA
YGL068W,-5.9,TRUE,48,0.395833333333333
YGL070C,-7.3,TRUE,26,0.384615384615385
YGL071W,NA,FALSE,NA,NA
YGL073W,NA,FALSE,NA,NA
YGL075C,-11.4,TRUE,193,0.383419689119171
YGL077C,NA,FALSE,NA,NA
YGL078C,NA,FALSE,NA,NA
YGL079W,-13,TRUE,29,0.379310344827586
YGL080W,-6.3,TRUE,22,0.363636363636364
YGL081W,NA,FALSE,NA,NA
YGL082W,-10.7,TRUE,91,0.362637362637363
YGL083W,-6,TRUE,69,0.376811594202899
YGL084C,NA,FALSE,NA,NA
YGL085W,NA,FALSE,NA,NA
YGL086W,NA,FALSE,NA,NA
YGL087C,NA,FALSE,NA,NA
YGL090W,-13.9,TRUE,33,0.393939393939394
YGL091C,-4.4,TRUE,9,0.555555555555556
YGL092W,-5.3,TRUE,94,0.361702127659574
YGL093W,-10.6,TRUE,33,0.393939393939394
YGL094C,NA,FALSE,NA,NA
YGL095C,-15.1,TRUE,51,0.411764705882353
YGL097W,-3.9,TRUE,43,0.372093023255814
YGL098W,NA,FALSE,NA,NA
YGL099W,-8.1,TRUE,21,0.333333333333333
YGL100W,-8.6,TRUE,38,0.394736842105263
YGL101W,-9.2,TRUE,13,0.384615384615385
YGL103W,-5.2,TRUE,17,0.294117647058824
YGL104C,-11,TRUE,31,0.419354838709677
YGL105W,-5.6,TRUE,66,0.393939393939394
YGL106W,-2,TRUE,30,0.4
YGL107C,-11.3,TRUE,60,0.4
YGL108C,NA,FALSE,NA,NA
YGL110C,-5.7,TRUE,24,0.333333333333333
YGL111W,NA,FALSE,NA,NA
YGL112C,NA,FALSE,NA,NA
YGL113W,-18.6,TRUE,67,0.388059701492537
YGL114W,-5.1,TRUE,42,0.380952380952381
YGL115W,-7.1,TRUE,122,0.352459016393443
YGL116W,NA,FALSE,NA,NA
YGL117W,NA,FALSE,NA,NA
YGL119W,-9.6,TRUE,53,0.415094339622642
YGL120C,-6.7,TRUE,32,0.40625
YGL123W,NA,FALSE,NA,NA
YGL124C,NA,FALSE,NA,NA
YGL125W,-9.1,TRUE,168,0.386904761904762
YGL126W,NA,FALSE,NA,NA
YGL127C,NA,FALSE,NA,NA
YGL128C,NA,FALSE,NA,NA
YGL129C,NA,FALSE,NA,NA
YGL130W,-5.6,TRUE,43,0.372093023255814
YGL131C,-15.6,TRUE,73,0.383561643835616
YGL133W,NA,FALSE,NA,NA
YGL134W,NA,FALSE,NA,NA
YGL136C,NA,FALSE,NA,NA
YGL137W,-9,TRUE,25,0.36
YGL139W,NA,FALSE,NA,NA
YGL140C,-11.3,TRUE,188,0.393617021276596
YGL141W,-8.4,TRUE,19,0.263157894736842
YGL142C,-10,TRUE,38,0.394736842105263
YGL143C,NA,FALSE,NA,NA
YGL144C,-12.8,TRUE,27,0.37037037037037
YGL145W,-7.9,TRUE,71,0.394366197183099
YGL148W,-7.3,TRUE,36,0.416666666666667
YGL150C,-7.6,TRUE,221,0.375565610859729
YGL151W,-11.6,TRUE,56,0.392857142857143
YGL153W,NA,FALSE,NA,NA
YGL154C,-9.1,TRUE,5,0.6
YGL155W,NA,FALSE,NA,NA
YGL156W,NA,FALSE,NA,NA
YGL157W,NA,FALSE,NA,NA
YGL159W,-8.3,TRUE,8,0.625
YGL160W,-7.3,TRUE,124,0.354838709677419
YGL161C,-6.8,TRUE,101,0.346534653465347
YGL162W,-8.8,TRUE,47,0.382978723404255
YGL163C,-4.5,TRUE,159,0.371069182389937
YGL164C,-9.7,TRUE,12,0.416666666666667
YGL166W,-10.7,TRUE,22,0.363636363636364
YGL167C,NA,FALSE,NA,NA
YGL169W,-4.9,TRUE,60,0.4
YGL171W,-7.4,TRUE,37,0.405405405405405
YGL172W,-13.6,TRUE,8,0.625
YGL173C,NA,FALSE,NA,NA
YGL174W,NA,FALSE,NA,NA
YGL175C,NA,FALSE,NA,NA
YGL176C,NA,FALSE,NA,NA
YGL178W,NA,FALSE,NA,NA
YGL179C,NA,FALSE,NA,NA
YGL180W,NA,FALSE,NA,NA
YGL181W,NA,FALSE,NA,NA
YGL184C,NA,FALSE,NA,NA
YGL185C,-11.3,TRUE,10,0.5
YGL186C,NA,FALSE,NA,NA
YGL187C,NA,FALSE,NA,NA
YGL190C,NA,FALSE,NA,NA
YGL191W,NA,FALSE,NA,NA
YGL194C,NA,FALSE,NA,NA
YGL194CA,NA,FALSE,NA,NA
YGL195W,-5.5,TRUE,44,0.363636363636364
YGL196W,NA,FALSE,NA,NA
YGL197W,NA,FALSE,NA,NA
YGL198W,-4.4,TRUE,8,0.625
YGL200C,-6.7,TRUE,62,0.403225806451613
YGL201C,NA,FALSE,NA,NA
YGL202W,-6.6,TRUE,43,0.372093023255814
YGL203C,NA,FALSE,NA,NA
YGL206C,-9.8,TRUE,97,0.360824742268041
YGL207W,-9.6,TRUE,94,0.361702127659574
YGL208W,NA,FALSE,NA,NA
YGL209W,-1.2,TRUE,48,0.395833333333333
YGL210W,NA,FALSE,NA,NA
YGL211W,-13,TRUE,13,0.384615384615385
YGL212W,NA,FALSE,NA,NA
YGL213C,NA,FALSE,NA,NA
YGL215W,NA,FALSE,NA,NA
YGL216W,NA,FALSE,NA,NA
YGL219C,-14.2,TRUE,28,0.392857142857143
YGL220W,NA,FALSE,NA,NA
YGL221C,NA,FALSE,NA,NA
YGL222C,-3.8,TRUE,53,0.415094339622642
YGL223C,NA,FALSE,NA,NA
YGL224C,NA,FALSE,NA,NA
YGL225W,-2.6,TRUE,42,0.380952380952381
YGL226CA,NA,FALSE,NA,NA
YGL226W,-13.7,TRUE,6,0.666666666666667
YGL227W,-8.8,TRUE,94,0.361702127659574
YGL228W,-11.8,TRUE,55,0.4
YGL229C,-11.2,TRUE,263,0.372623574144487
YGL231C,-8.3,TRUE,21,0.333333333333333
YGL232W,NA,FALSE,NA,NA
YGL233W,-14,TRUE,30,0.4
YGL234W,NA,FALSE,NA,NA
YGL236C,NA,FALSE,NA,NA
YGL237C,NA,FALSE,NA,NA
YGL238W,-11.2,TRUE,4,0.75
YGL240W,NA,FALSE,NA,NA
YGL241W,-6.6,TRUE,7,0.714285714285714
YGL242C,NA,FALSE,NA,NA
YGL243W,NA,FALSE,NA,NA
YGL244W,NA,FALSE,NA,NA
YGL245W,-13.5,TRUE,16,0.3125
YGL246C,-7.7,TRUE,69,0.376811594202899
YGL247W,-16.3,TRUE,2,1
YGL248W,NA,FALSE,NA,NA
YGL250W,NA,FALSE,NA,NA
YGL251C,NA,FALSE,NA,NA
YGL252C,-14.7,TRUE,39,0.41025641025641
YGL253W,-4.2,TRUE,48,0.395833333333333
YGL254W,-6.6,TRUE,10,0.5
YGL255W,NA,FALSE,NA,NA
YGL256W,NA,FALSE,NA,NA
YGL257C,NA,FALSE,NA,NA
YGR001C,-8.2,TRUE,10,0.5
YGR002C,NA,FALSE,NA,NA
YGR003W,-6.3,TRUE,29,0.379310344827586
YGR004W,-7.7,TRUE,29,0.379310344827586
YGR005C,NA,FALSE,NA,NA
YGR006W,-10.7,TRUE,6,0.666666666666667
YGR007W,NA,FALSE,NA,NA
YGR008C,NA,FALSE,NA,NA
YGR009C,-6.2,TRUE,44,0.363636363636364
YGR010W,NA,FALSE,NA,NA
YGR012W,-5.5,TRUE,30,0.4
YGR013W,-10.7,TRUE,24,0.333333333333333
YGR014W,-6.5,TRUE,175,0.382857142857143
YGR015C,-11.5,TRUE,20,0.3
YGR016W,NA,FALSE,NA,NA
YGR017W,NA,FALSE,NA,NA
YGR019W,-2.4,TRUE,39,0.41025641025641
YGR020C,NA,FALSE,NA,NA
YGR021W,-4.6,TRUE,36,0.416666666666667
YGR023W,-9.3,TRUE,199,0.381909547738693
YGR024C,-10.1,TRUE,4,0.75
YGR026W,-5,TRUE,132,0.348484848484849
YGR027C,-1,TRUE,35,0.4
YGR028W,-3.3,TRUE,26,0.384615384615385
YGR029W,-8.6,TRUE,1,1
YGR030C,-7.9,TRUE,16,0.3125
YGR031W,-11.4,TRUE,73,0.383561643835616
YGR032W,NA,FALSE,NA,NA
YGR033C,NA,FALSE,NA,NA
YGR034W,-9.3,TRUE,28,0.392857142857143
YGR035C,-0.9,TRUE,9,0.555555555555556
YGR036C,NA,FALSE,NA,NA
YGR037C,-7.2,TRUE,54,0.407407407407407
YGR038W,-3.8,TRUE,139,0.352517985611511
YGR040W,NA,FALSE,NA,NA
YGR041W,-7.47,TRUE,359,0.406685236768802
YGR042W,-13.4,TRUE,20,0.3
YGR043C,NA,FALSE,NA,NA
YGR044C,NA,FALSE,NA,NA
YGR046W,NA,FALSE,NA,NA
YGR047C,-12.7,TRUE,45,0.377777777777778
YGR048W,-4.1,TRUE,56,0.392857142857143
YGR049W,-1.1,TRUE,50,0.42
YGR052W,NA,FALSE,NA,NA
YGR054W,-6.8,TRUE,172,0.383720930232558
YGR055W,-5,TRUE,51,0.411764705882353
YGR056W,NA,FALSE,NA,NA
YGR057C,-3.9,TRUE,90,0.366666666666667
YGR058W,-5.5,TRUE,49,0.408163265306122
YGR060W,-5.7,TRUE,47,0.382978723404255
YGR061C,-5.2,TRUE,123,0.349593495934959
YGR062C,-11.8,TRUE,9,0.555555555555556
YGR063C,-13,TRUE,18,0.277777777777778
YGR065C,-5.1,TRUE,111,0.333333333333333
YGR068C,-16.4,TRUE,37,0.405405405405405
YGR070W,NA,FALSE,NA,NA
YGR071C,NA,FALSE,NA,NA
YGR072W,-8.9,TRUE,41,0.390243902439024
YGR074W,NA,FALSE,NA,NA
YGR075C,-3.5,TRUE,41,0.390243902439024
YGR076C,NA,FALSE,NA,NA
YGR077C,-10.7,TRUE,9,0.555555555555556
YGR078C,-6,TRUE,32,0.40625
YGR079W,NA,FALSE,NA,NA
YGR080W,-5.6,TRUE,31,0.419354838709677
YGR081C,-5.3,TRUE,39,0.41025641025641
YGR082W,-3.6,TRUE,48,0.395833333333333
YGR083C,-11.6,TRUE,33,0.393939393939394
YGR084C,NA,FALSE,NA,NA
YGR086C,-1.9,TRUE,109,0.330275229357798
YGR088W,NA,FALSE,NA,NA
YGR089W,-4,TRUE,230,0.373913043478261
YGR090W,NA,FALSE,NA,NA
YGR091W,-11,TRUE,74,0.378378378378378
YGR092W,NA,FALSE,NA,NA
YGR093W,-6,TRUE,98,0.357142857142857
YGR094W,NA,FALSE,NA,NA
YGR095C,NA,FALSE,NA,NA
YGR096W,NA,FALSE,NA,NA
YGR097W,-8.4,TRUE,35,0.4
YGR098C,NA,FALSE,NA,NA
YGR099W,-7.6,TRUE,66,0.393939393939394
YGR100W,-6.1,TRUE,83,0.36144578313253
YGR101W,-9.1,TRUE,41,0.390243902439024
YGR102C,NA,FALSE,NA,NA
YGR103W,-4.8,TRUE,29,0.379310344827586
YGR104C,NA,FALSE,NA,NA
YGR105W,-3.6,TRUE,50,0.42
YGR106C,-13.5,TRUE,61,0.409836065573771
YGR108W,NA,FALSE,NA,NA
YGR109C,NA,FALSE,NA,NA
YGR111W,-11.2,TRUE,33,0.393939393939394
YGR112W,-5.1,TRUE,59,0.406779661016949
YGR113W,NA,FALSE,NA,NA
YGR116W,-12.7,TRUE,52,0.423076923076923
YGR117C,-7.9,TRUE,10,0.5
YGR119C,-7.2,TRUE,110,0.327272727272727
YGR120C,NA,FALSE,NA,NA
YGR121C,NA,FALSE,NA,NA
YGR122W,-8.2,TRUE,100,0.35
YGR123C,-9.8,TRUE,32,0.40625
YGR124W,-7.2,TRUE,38,0.394736842105263
YGR125W,-4.7,TRUE,71,0.394366197183099
YGR126W,NA,FALSE,NA,NA
YGR127W,NA,FALSE,NA,NA
YGR128C,-6.6,TRUE,27,0.37037037037037
YGR129W,-5.4,TRUE,50,0.42
YGR130C,-9.2,TRUE,104,0.336538461538462
YGR132C,-8.5,TRUE,52,0.423076923076923
YGR133W,NA,FALSE,NA,NA
YGR134W,NA,FALSE,NA,NA
YGR135W,-8.6,TRUE,35,0.4
YGR136W,NA,FALSE,NA,NA
YGR140W,NA,FALSE,NA,NA
YGR141W,NA,FALSE,NA,NA
YGR142W,NA,FALSE,NA,NA
YGR143W,NA,FALSE,NA,NA
YGR145W,NA,FALSE,NA,NA
YGR146C,NA,FALSE,NA,NA
YGR147C,-6.4,TRUE,85,0.376470588235294
YGR149W,NA,FALSE,NA,NA
YGR150C,-10.7,TRUE,42,0.380952380952381
YGR152C,NA,FALSE,NA,NA
YGR153W,-13.1,TRUE,22,0.363636363636364
YGR155W,-2.2,TRUE,37,0.405405405405405
YGR156W,-6.1,TRUE,135,0.355555555555556
YGR157W,-4.6,TRUE,254,0.374015748031496
YGR158C,-6.4,TRUE,46,0.391304347826087
YGR159C,-1.9,TRUE,45,0.377777777777778
YGR161C,-4.9,TRUE,83,0.36144578313253
YGR161WC,NA,FALSE,NA,NA
YGR162W,-6.9,TRUE,32,0.40625
YGR163W,-3.8,TRUE,58,0.396551724137931
YGR165W,NA,FALSE,NA,NA
YGR166W,-6.4,TRUE,81,0.37037037037037
YGR167W,-9.5,TRUE,65,0.4
YGR168C,NA,FALSE,NA,NA
YGR169C,-8.8,TRUE,27,0.37037037037037
YGR169CA,-4.7,TRUE,64,0.40625
YGR170W,-14.1,TRUE,66,0.393939393939394
YGR171C,-12.4,TRUE,24,0.333333333333333
YGR172C,-7.9,TRUE,38,0.394736842105263
YGR173W,NA,FALSE,NA,NA
YGR174C,NA,FALSE,NA,NA
YGR175C,-9.3,TRUE,28,0.392857142857143
YGR177C,-6.7,TRUE,63,0.412698412698413
YGR178C,NA,FALSE,NA,NA
YGR179C,NA,FALSE,NA,NA
YGR180C,-4.4,TRUE,210,0.380952380952381
YGR181W,-7.5,TRUE,76,0.381578947368421
YGR183C,NA,FALSE,NA,NA
YGR184C,NA,FALSE,NA,NA
YGR185C,-8.3,TRUE,33,0.393939393939394
YGR186W,-15.9,TRUE,11,0.454545454545455
YGR187C,NA,FALSE,NA,NA
YGR188C,-10.2,TRUE,40,0.4
YGR189C,NA,FALSE,NA,NA
YGR191W,-10.6,TRUE,202,0.386138613861386
YGR193C,NA,FALSE,NA,NA
YGR194C,NA,FALSE,NA,NA
YGR195W,-6.9,TRUE,107,0.327102803738318
YGR196C,-8.9,TRUE,8,0.625
YGR197C,-11.1,TRUE,207,0.381642512077295
YGR198W,-9.3,TRUE,42,0.380952380952381
YGR199W,-10,TRUE,42,0.380952380952381
YGR200C,-6.1,TRUE,60,0.4
YGR201C,-9.8,TRUE,5,0.6
YGR202C,NA,FALSE,NA,NA
YGR203W,NA,FALSE,NA,NA
YGR204W,-10.4,TRUE,40,0.4
YGR205W,NA,FALSE,NA,NA
