Gene,Length,RPF,mRNA,TE,FEcap,uATG,utr,gc
YKL061W,113,29.93,23.52,1.27253401360544,NA,FALSE,NA,NA
YKL062W,630,16.54,17.34,0.953863898500577,NA,FALSE,NA,NA
YKL063C,167,129.35,81.63,1.58458899914247,-13,TRUE,158,0.367088607594937
YKL064W,969,20.59,52.47,0.39241471316943,-13.1,TRUE,209,0.382775119617225
YKL065C,206,171.85,172.49,0.996289639979129,-5.5,TRUE,37,0.405405405405405
YKL067W,153,565.29,319.42,1.76973890175944,-7.2,TRUE,20,0.3
YKL068W,959,45.46,76.47,0.594481496011508,-7.4,TRUE,121,0.355371900826446
YKL068WA,78,141.96,83.29,1.70440629127146,-1.05,TRUE,46,0.391304347826087
YKL069W,180,98.73,93.51,1.055822906641,-7.9,TRUE,9,0.555555555555556
YKL072W,766,11.67,26.54,0.439713639788998,NA,FALSE,NA,NA
YKL073W,881,67.41,89.44,0.753689624329159,NA,FALSE,NA,NA
YKL074C,527,23.78,26.9,0.884014869888476,NA,FALSE,NA,NA
YKL075C,450,20.24,28,0.722857142857143,NA,FALSE,NA,NA
YKL077W,392,233.82,216.32,1.08089866863905,-13.6,TRUE,53,0.415094339622642
YKL078W,735,19.38,30.8,0.629220779220779,-12.4,TRUE,34,0.382352941176471
YKL079W,656,23.04,38.79,0.593967517401392,-8.1,TRUE,57,0.385964912280702
YKL080W,392,363.55,460.14,0.790085626113792,-9.4,TRUE,106,0.330188679245283
YKL081W,412,2309.42,2121.39,1.08863528158424,-3.1,TRUE,4,0.75
YKL082C,434,105.67,67.47,1.56617756039721,-8,TRUE,66,0.393939393939394
YKL084W,116,69.65,62.37,1.11672278338945,-12,TRUE,27,0.37037037037037
YKL085W,334,216.04,155.31,1.39102440280729,-11.4,TRUE,137,0.357664233576642
YKL086W,127,9.39,5.43,1.7292817679558,NA,FALSE,NA,NA
YKL087C,224,56.89,34.06,1.67028772753964,NA,FALSE,NA,NA
YKL088W,571,37.56,30.34,1.23796967699407,-5.2,TRUE,30,0.4
YKL089W,549,15.08,18.29,0.82449425915801,NA,FALSE,NA,NA
YKL091C,310,26.08,27.94,0.933428775948461,NA,FALSE,NA,NA
YKL092C,1104,11.58,31.83,0.363807728557964,-12.8,TRUE,77,0.376623376623377
YKL094W,313,99.09,121.86,0.81314623338257,-5.9,TRUE,19,0.263157894736842
YKL095W,278,22.14,16.29,1.35911602209945,-6.6,TRUE,86,0.383720930232558
YKL096W,239,393.6,222.6,1.76819407008086,-0.4,TRUE,48,0.395833333333333
YKL096WA,92,4879.65,2208.27,2.20971620318168,NA,FALSE,NA,NA
YKL098W,357,12.23,30.19,0.405101026830076,-10.5,TRUE,16,0.3125
YKL099C,250,128.39,95.87,1.33920934598936,NA,FALSE,NA,NA
YKL100C,587,52.55,88.29,0.595197644127308,-7.5,TRUE,24,0.333333333333333
YKL101W,1518,26.11,69.74,0.374390593633496,-9.7,TRUE,270,0.366666666666667
YKL103C,514,99.67,88.47,1.12659658641347,-5.7,TRUE,46,0.391304347826087
YKL104C,717,199.55,228.44,0.873533531780774,-5.6,TRUE,203,0.38423645320197
YKL105C,1132,13.83,22.61,0.611676249447147,NA,FALSE,NA,NA
YKL106W,451,39.91,81.41,0.490234614912173,NA,FALSE,NA,NA
YKL108W,453,14,23.25,0.602150537634409,-9.6,TRUE,21,0.333333333333333
YKL109W,554,16.58,29.49,0.562224482875551,NA,FALSE,NA,NA
YKL110C,313,52.43,60.38,0.868333885392514,-8.8,TRUE,60,0.4
YKL112W,731,74.11,85.71,0.86465989966165,-7.1,TRUE,87,0.379310344827586
YKL113C,382,64.2,77.56,0.827746260959257,-4.6,TRUE,27,0.37037037037037
YKL114C,367,74.36,73.35,1.01376959781868,NA,FALSE,NA,NA
YKL116C,518,16.41,30.97,0.529867613819826,NA,FALSE,NA,NA
YKL117W,216,1072.94,391.44,2.74100756182301,-5.5,TRUE,57,0.385964912280702
YKL119C,215,55.6,52.19,1.06533818739222,NA,FALSE,NA,NA
YKL120W,324,239.41,212.35,1.12743112785496,-4.7,TRUE,91,0.362637362637363
YKL121W,852,5.09,15.13,0.336417713152677,NA,FALSE,NA,NA
YKL122C,167,150.65,109.04,1.381603081438,-8.3,TRUE,26,0.384615384615385
YKL124W,579,11.08,19.13,0.57919498170413,NA,FALSE,NA,NA
YKL125W,627,29.88,43.41,0.688320663441603,-6.1,TRUE,92,0.358695652173913
YKL126W,680,77.37,108.64,0.712168630338733,NA,FALSE,NA,NA
YKL127W,570,181.87,160.17,1.13548105138291,-6,TRUE,26,0.384615384615385
YKL128C,295,111.92,140.97,0.79392778605377,NA,FALSE,NA,NA
YKL129C,1272,27.89,46.43,0.600689209562783,NA,FALSE,NA,NA
YKL130C,246,63.21,57.22,1.104683677036,NA,FALSE,NA,NA
YKL133C,463,2.42,12.54,0.192982456140351,NA,FALSE,NA,NA
YKL134C,772,14.03,27.03,0.51905290418054,-6.7,TRUE,53,0.415094339622642
YKL135C,726,37.91,63.79,0.59429377645399,-8.5,TRUE,86,0.383720930232558
YKL137W,111,128.88,82.91,1.55445663972983,NA,FALSE,NA,NA
YKL138C,131,98.97,87.91,1.12581048799909,-7.1,TRUE,59,0.406779661016949
YKL138CA,69,203.86,108.42,1.88028039107176,NA,FALSE,NA,NA
YKL140W,548,35.6,47.42,0.75073808519612,NA,FALSE,NA,NA
YKL141W,198,150.2,121.3,1.23825226710635,-8.4,TRUE,28,0.392857142857143
YKL142W,219,336.79,213.94,1.57422641862204,NA,FALSE,NA,NA
YKL143W,463,88.23,76.75,1.14957654723127,NA,FALSE,NA,NA
YKL144C,212,69.22,59.66,1.16024136775059,NA,FALSE,NA,NA
YKL145W,467,312.55,271.68,1.15043433451119,-4.9,TRUE,24,0.333333333333333
YKL146W,692,28.58,43.03,0.664187775970253,-13.3,TRUE,20,0.3
YKL148C,640,39.54,41.91,0.943450250536865,-2,TRUE,153,0.366013071895425
YKL149C,405,16.8,26.25,0.64,NA,FALSE,NA,NA
YKL150W,302,140.5,108.21,1.29840125681545,NA,FALSE,NA,NA
YKL151C,337,50.24,42.5,1.18211764705882,NA,FALSE,NA,NA
YKL152C,247,15019.33,11358.75,1.32226961593485,-6,TRUE,24,0.333333333333333
YKL154W,244,84.31,95.4,0.883752620545073,NA,FALSE,NA,NA
YKL155C,628,16.05,32.05,0.500780031201248,-11.4,TRUE,42,0.380952380952381
YKL156W,82,2163.93,1097.14,1.97233716754471,NA,FALSE,NA,NA
YKL157W,952,154.03,164.76,0.934874969652828,-7.9,TRUE,38,0.394736842105263
YKL159C,211,19.84,18.89,1.05029115934357,-1.5,TRUE,50,0.42
YKL160W,145,264.61,302.42,0.874975200052907,-4.6,TRUE,9,0.555555555555556
YKL162C,402,5.72,7.22,0.792243767313019,NA,FALSE,NA,NA
YKL165C,919,47.1,68.23,0.690312179393229,-8.8,TRUE,30,0.4
YKL166C,398,42.63,48.84,0.872850122850123,-11.5,TRUE,155,0.367741935483871
YKL167C,137,81.11,61.79,1.31267195339052,-9.2,TRUE,21,0.333333333333333
YKL168C,724,9.91,20.53,0.482708231855821,-7.4,TRUE,11,0.454545454545455
YKL170W,138,86.34,67.05,1.28769574944072,-13.2,TRUE,74,0.378378378378378
YKL171W,928,4.59,20.63,0.22249151720795,-8.2,TRUE,90,0.366666666666667
YKL172W,427,257.22,163.09,1.57716598197314,-4.4,TRUE,36,0.416666666666667
YKL173W,1008,22.23,39.01,0.569853883619585,NA,FALSE,NA,NA
YKL174C,618,25.05,41.57,0.602598027423623,-6.3,TRUE,105,0.333333333333333
YKL175W,503,57.13,86,0.664302325581395,-9.6,TRUE,31,0.419354838709677
YKL176C,828,7.93,68.71,0.115412603696696,-8.7,TRUE,343,0.408163265306122
YKL178C,470,3.8,7.33,0.518417462482947,NA,FALSE,NA,NA
YKL179C,679,41,68.93,0.594806325257508,NA,FALSE,NA,NA
YKL180W,184,5204.66,3554.73,1.46415058246337,-6.3,TRUE,22,0.363636363636364
YKL181W,427,226.07,292.29,0.773444182147867,NA,FALSE,NA,NA
YKL182W,2051,660.07,1053.89,0.626317737145243,-7,TRUE,325,0.4
YKL183W,306,35.83,40.37,0.887540252662869,NA,FALSE,NA,NA
YKL184W,466,152.31,169.61,0.898001297093332,-10.2,TRUE,153,0.366013071895425
YKL185W,588,49,66.04,0.741974560872199,NA,FALSE,NA,NA
YKL186C,184,99.3,93.08,1.0668242372153,-5.8,TRUE,51,0.411764705882353
YKL189W,399,19.94,20.48,0.9736328125,-12,TRUE,100,0.35
YKL190W,175,202.15,162.27,1.24576323411598,-13.7,TRUE,39,0.41025641025641
YKL191W,534,59.02,125.99,0.468449876974363,-13.4,TRUE,28,0.392857142857143
YKL192C,125,581.77,274.03,2.12301572820494,NA,FALSE,NA,NA
YKL193C,338,56.93,48.05,1.18480749219563,-7,TRUE,43,0.372093023255814
YKL194C,462,13.34,27.27,0.489182251558489,-15.3,TRUE,27,0.37037037037037
YKL195W,403,118.5,142.39,0.832221363859822,-11.4,TRUE,52,0.423076923076923
YKL196C,200,362.57,283.23,1.28012569289976,-8.3,TRUE,48,0.395833333333333
YKL197C,1043,12.8,31.8,0.40251572327044,NA,FALSE,NA,NA
YKL198C,662,11.22,32.41,0.346189447701327,NA,FALSE,NA,NA
YKL201C,1178,4.16,15.29,0.272073250490517,NA,FALSE,NA,NA
YKL203C,2474,10.54,44.66,0.236005373936408,NA,FALSE,NA,NA
YKL204W,632,70.03,54.28,1.29016212232867,-5.2,TRUE,36,0.416666666666667
YKL205W,1100,30.61,70.56,0.433815192743764,-10.5,TRUE,41,0.390243902439024
YKL206C,267,55.04,62.67,0.878251156853359,-8.1,TRUE,36,0.416666666666667
YKL207W,253,188.46,218.65,0.861925451635033,NA,FALSE,NA,NA
YKL208W,271,19.05,22.34,0.852730528200537,NA,FALSE,NA,NA
YKL209C,1290,81.8,168.06,0.486730929429965,NA,FALSE,NA,NA
YKL210W,1024,469.09,449.33,1.04397658736341,-2.6,TRUE,50,0.42
YKL211C,484,110.2,104.02,1.05941165160546,-8.4,TRUE,21,0.333333333333333
YKL212W,623,227.22,234.15,0.970403587443946,NA,FALSE,NA,NA
YKL213C,715,45.47,58.99,0.77080861162909,-8,TRUE,39,0.41025641025641
YKL214C,203,97.6,77.1,1.26588845654994,NA,FALSE,NA,NA
YKL215C,1286,45.95,60.12,0.764304723885562,-5.5,TRUE,74,0.378378378378378
YKL216W,314,620.57,431.65,1.43766940808525,-2.2,TRUE,43,0.372093023255814
YKL218C,326,18.68,22.8,0.819298245614035,NA,FALSE,NA,NA
YKL219W,407,14.55,29.26,0.497265892002734,NA,FALSE,NA,NA
YKL222C,705,1.07,12.01,0.0890924229808493,NA,FALSE,NA,NA
YKR001C,704,265.04,219.44,1.20780167699599,-6.8,TRUE,43,0.372093023255814
YKR002W,568,44.77,54.76,0.817567567567568,NA,FALSE,NA,NA
YKR003W,448,56.81,100.74,0.563926940639269,-9,TRUE,90,0.366666666666667
YKR004C,377,7.03,18.54,0.379180151024811,NA,FALSE,NA,NA
YKR006C,264,99.22,90.41,1.09744497290123,-13.3,TRUE,5,0.6
YKR007W,184,47.29,60.18,0.785809238949817,NA,FALSE,NA,NA
YKR008W,625,60.98,62.92,0.969167196439924,NA,FALSE,NA,NA
YKR009C,900,2,5.47,0.36563071297989,NA,FALSE,NA,NA
YKR010C,771,12.34,27.9,0.442293906810036,NA,FALSE,NA,NA
YKR011C,353,51.47,31.37,1.64073956008926,-7.6,TRUE,109,0.330275229357798
YKR013W,329,263.26,146.75,1.79393526405451,-0.5,TRUE,51,0.411764705882353
YKR014C,234,246.84,121.99,2.02344454463481,-9.1,TRUE,144,0.361111111111111
YKR016W,540,40.34,56.32,0.716264204545455,NA,FALSE,NA,NA
YKR017C,551,6.6,14.38,0.458970792767733,-3.4,TRUE,108,0.324074074074074
YKR018C,725,105.32,160.68,0.6554642768235,-10.7,TRUE,29,0.379310344827586
YKR019C,615,8.25,15.92,0.51821608040201,-7.7,TRUE,83,0.36144578313253
YKR020W,164,50.33,29.41,1.71132267936076,-10.5,TRUE,18,0.277777777777778
YKR021W,915,10.27,23.72,0.432967959527825,NA,FALSE,NA,NA
YKR022C,322,12.9,32.86,0.392574558734023,-10.1,TRUE,57,0.385964912280702
YKR023W,530,22.36,19.59,1.14139867279224,NA,FALSE,NA,NA
YKR024C,742,36.39,38.34,0.949139280125196,NA,FALSE,NA,NA
YKR025W,282,104.15,69.29,1.50310290085149,-7.7,TRUE,32,0.40625
YKR026C,305,105.36,98.27,1.07214816322377,NA,FALSE,NA,NA
YKR027W,765,12.04,27.92,0.431232091690544,NA,FALSE,NA,NA
YKR028W,1033,32.34,91.71,0.352633300621524,NA,FALSE,NA,NA
YKR029C,751,24.63,29.75,0.827899159663866,-9.3,TRUE,22,0.363636363636364
YKR030W,273,41.89,45.97,0.911246465085926,-7.1,TRUE,53,0.415094339622642
YKR031C,1683,12.75,39.86,0.319869543401907,-5.9,TRUE,96,0.364583333333333
YKR035WA,204,128.37,77.92,1.64745893223819,-10.7,TRUE,18,0.277777777777778
YKR036C,643,10.36,34.52,0.300115874855156,-15.3,TRUE,31,0.419354838709677
YKR037C,295,24.99,33.03,0.756584922797457,-4.5,TRUE,35,0.4
YKR038C,386,51.11,87.34,0.585184337073506,-11.5,TRUE,19,0.263157894736842
YKR039W,602,9.38,13.82,0.678726483357453,NA,FALSE,NA,NA
YKR041W,250,3.89,9.06,0.429359823399558,-5.9,TRUE,7,0.714285714285714
YKR042W,365,1373.88,887.63,1.54780708177957,-2.4,TRUE,209,0.382775119617225
YKR043C,271,416.74,217.75,1.91384615384615,NA,FALSE,NA,NA
YKR044W,443,9.29,25.22,0.368358445678033,-14.5,TRUE,70,0.385714285714286
YKR045C,183,26.13,27.7,0.943321299638989,NA,FALSE,NA,NA
YKR046C,283,38.44,38.78,0.991232594120681,-6,TRUE,10,0.5
YKR048C,417,272.28,274.76,0.990973940893871,-7,TRUE,20,0.3
YKR049C,133,45.45,59.95,0.7581317764804,-7.4,TRUE,28,0.392857142857143
YKR050W,889,0.72,29.67,0.0242669362992922,-14.7,TRUE,28,0.392857142857143
YKR051W,418,6.46,22.25,0.290337078651685,-11.5,TRUE,118,0.355932203389831
YKR052C,304,31.03,43.55,0.712514351320322,NA,FALSE,NA,NA
YKR054C,4092,4.89,43.12,0.113404452690167,NA,FALSE,NA,NA
YKR055W,291,27.07,23.34,1.15981148243359,NA,FALSE,NA,NA
YKR056W,639,48.56,55.22,0.879391524809852,NA,FALSE,NA,NA
YKR057W,87,3038.53,2206.2,1.37726860665398,-9.6,TRUE,9,0.555555555555556
YKR058W,616,1.43,9.75,0.146666666666667,-8,TRUE,128,0.3515625
YKR060W,274,44.76,46.52,0.962166809974205,NA,FALSE,NA,NA
YKR061W,425,2.24,14.82,0.15114709851552,NA,FALSE,NA,NA
YKR062W,328,68.9,69.02,0.998261373514923,NA,FALSE,NA,NA
YKR063C,502,13.54,27.35,0.495063985374771,NA,FALSE,NA,NA
YKR064W,863,6.81,27.43,0.248268319358367,NA,FALSE,NA,NA
YKR065C,197,170.89,129.91,1.31544915710877,NA,FALSE,NA,NA
YKR066C,361,160.65,163.46,0.982809249969411,-10.9,TRUE,21,0.333333333333333
YKR067W,743,33.53,55.04,0.609193313953488,-5.8,TRUE,89,0.370786516853933
YKR068C,193,104.37,98.18,1.06304746384192,-6.2,TRUE,295,0.386440677966102
YKR069W,593,4.22,16.76,0.251789976133652,NA,FALSE,NA,NA
YKR070W,352,71.01,85.85,0.827140361094933,NA,FALSE,NA,NA
YKR071C,348,160.52,123.6,1.29870550161812,-6.6,TRUE,44,0.363636363636364
YKR072C,562,47.2,68.57,0.688347673909873,NA,FALSE,NA,NA
YKR074W,155,147.76,137.49,1.07469634155211,NA,FALSE,NA,NA
YKR075C,307,13.51,16.67,0.810437912417516,NA,FALSE,NA,NA
YKR076W,370,14.18,21.28,0.666353383458647,NA,FALSE,NA,NA
YKR077W,363,26.36,13.56,1.94395280235988,-6.4,TRUE,26,0.384615384615385
YKR078W,585,9.44,17.33,0.544720138488171,NA,FALSE,NA,NA
YKR079C,838,18.45,50.15,0.3678963110668,NA,FALSE,NA,NA
YKR080W,320,154.77,159.49,0.970405668066963,-1.8,TRUE,71,0.394366197183099
YKR081C,344,215.24,145.21,1.48226706149714,-5.6,TRUE,22,0.363636363636364
YKR082W,1157,46.57,79.88,0.582999499248873,-7.1,TRUE,22,0.363636363636364
YKR083C,133,45.79,41.81,1.09519253767041,NA,FALSE,NA,NA
YKR084C,611,80.43,86.67,0.928002769124264,NA,FALSE,NA,NA
YKR085C,195,97.32,115.59,0.841941344406956,-17.2,TRUE,10,0.5
YKR086W,1071,8.35,27.39,0.304855786783498,NA,FALSE,NA,NA
YKR087C,345,29.03,35.66,0.81407739764442,NA,FALSE,NA,NA
YKR088C,337,51.91,67.47,0.769378983251816,-9.5,TRUE,14,0.357142857142857
YKR089C,910,22.49,57.33,0.392290249433107,NA,FALSE,NA,NA
YKR090W,706,25.09,36.39,0.689475130530365,NA,FALSE,NA,NA
YKR091W,246,11.9,13.6,0.875,-8.6,TRUE,33,0.393939393939394
YKR092C,406,293.31,223.29,1.31358323256751,-2.6,TRUE,43,0.372093023255814
YKR093W,601,201.2,219.54,0.916461692630045,NA,FALSE,NA,NA
YKR095W,1875,35,91.37,0.383057896464923,NA,FALSE,NA,NA
YKR095WA,88,147.77,110.17,1.34129073250431,-5.5,TRUE,11,0.454545454545455
YKR096W,1195,12.22,37.56,0.325346112886049,NA,FALSE,NA,NA
YKR098C,717,3.3,14.83,0.222521915037087,NA,FALSE,NA,NA
YKR099W,811,13.62,30.77,0.442638934026649,NA,FALSE,NA,NA
YKR100C,355,35.92,60.17,0.596975236828985,NA,FALSE,NA,NA
YKR101W,654,7.26,15.05,0.482392026578073,NA,FALSE,NA,NA
YLL001W,757,50.27,53.44,0.940681137724551,NA,FALSE,NA,NA
YLL002W,436,12.69,18.74,0.677161152614728,-8.5,TRUE,1,1
YLL003W,946,3.85,21.12,0.182291666666667,NA,FALSE,NA,NA
YLL004W,616,17.38,26.21,0.663105684853109,-15.3,TRUE,7,0.714285714285714
YLL006W,426,29.76,46.44,0.640826873385013,NA,FALSE,NA,NA
YLL007C,665,10.47,16.58,0.631483715319662,NA,FALSE,NA,NA
YLL008W,752,105.66,102.75,1.02832116788321,NA,FALSE,NA,NA
YLL009C,69,332.03,150.5,2.20617940199336,-3.5,TRUE,38,0.394736842105263
YLL010C,427,48.02,53.36,0.899925037481259,-3.9,TRUE,184,0.385869565217391
YLL011W,489,59.15,80.21,0.737439222042139,-9,TRUE,12,0.416666666666667
YLL012W,573,27.04,41.14,0.657267865824016,NA,FALSE,NA,NA
YLL013C,879,49.83,82.87,0.601303246048027,NA,FALSE,NA,NA
YLL014W,108,206.07,193.67,1.06402643672226,-8.5,TRUE,19,0.263157894736842
YLL015W,1559,19.19,43.34,0.442778034148593,NA,FALSE,NA,NA
YLL018C,557,710,536.15,1.32425627156579,NA,FALSE,NA,NA
YLL018CA,98,38.48,39.67,0.970002520796572,NA,FALSE,NA,NA
YLL019C,737,11.58,33.72,0.343416370106762,-18.7,TRUE,287,0.383275261324042
YLL021W,1466,57.66,78.29,0.736492527781326,-10.4,TRUE,145,0.36551724137931
YLL022C,385,46.41,45.64,1.01687116564417,-6,TRUE,1,1
YLL023C,279,86.94,66.86,1.30032904576727,-4.1,TRUE,31,0.419354838709677
YLL026W,908,432.46,354.1,1.22129341993787,-1,TRUE,57,0.385964912280702
YLL027W,250,63.86,57.68,1.10714285714286,NA,FALSE,NA,NA
YLL028W,586,54.14,57.36,0.943863319386332,-7.6,TRUE,135,0.355555555555556
YLL029W,749,62.09,103.42,0.600367433765229,-4.7,TRUE,104,0.336538461538462
YLL031C,1017,36.22,65.38,0.5539920464974,-12.4,TRUE,65,0.4
YLL032C,825,15.74,27.26,0.577402787967718,-11.8,TRUE,106,0.330188679245283
YLL033W,230,8.2,14.34,0.571827057182706,NA,FALSE,NA,NA
YLL034C,837,49.34,72.91,0.676724729118091,-6.7,TRUE,39,0.41025641025641
YLL035W,632,15.25,29.36,0.51941416893733,-8.5,TRUE,54,0.407407407407407
YLL036C,503,28.45,42.56,0.668468045112782,NA,FALSE,NA,NA
YLL038C,247,34.1,33.67,1.01277101277101,-10.6,TRUE,36,0.416666666666667
YLL040C,3144,38.44,93,0.413333333333333,NA,FALSE,NA,NA
YLL041C,266,58.21,46.07,1.26351204688517,-7.6,TRUE,45,0.377777777777778
YLL043W,669,47.7,80.33,0.593800572637869,-9.5,TRUE,74,0.378378378378378
YLL048C,1661,58.72,163.26,0.359671689329903,NA,FALSE,NA,NA
YLL049W,179,16.61,64.61,0.257080947221792,NA,FALSE,NA,NA
YLL050C,143,2124.77,1340.51,1.58504598995905,-5.5,TRUE,26,0.384615384615385
YLL051C,712,15.29,50.53,0.302592519295468,-11.7,TRUE,24,0.333333333333333
YLL054C,843,4.74,16.29,0.29097605893186,NA,FALSE,NA,NA
YLL055W,531,1.35,11.31,0.119363395225464,-11.3,TRUE,141,0.354609929078014
YLL058W,575,28.05,32.35,0.867078825347759,-6.9,TRUE,73,0.383561643835616
YLL061W,583,31.16,53.1,0.586817325800377,-9.4,TRUE,17,0.294117647058824
YLL062C,324,23.88,27.34,0.873445501097293,NA,FALSE,NA,NA
YLL063C,474,4.63,7.89,0.58681875792142,NA,FALSE,NA,NA
YLR001C,862,15.6,28.89,0.539979231568017,-7.3,TRUE,32,0.40625
YLR002C,663,67.45,70.52,0.956466250709019,-10,TRUE,31,0.419354838709677
YLR003C,291,77.53,81.86,0.947104813095529,-9.8,TRUE,19,0.263157894736842
YLR005W,461,32.27,40.25,0.801739130434783,-11.3,TRUE,30,0.4
YLR006C,712,12.88,28.89,0.44582900657667,NA,FALSE,NA,NA
YLR007W,336,14.4,35.3,0.407932011331445,-15.2,TRUE,18,0.277777777777778
YLR008C,168,121.25,115.71,1.04787831648086,NA,FALSE,NA,NA
YLR009W,199,295.66,198.84,1.48692416012875,NA,FALSE,NA,NA
YLR011W,191,24.8,18.81,1.31844763423711,-9.9,TRUE,76,0.381578947368421
YLR014C,904,3.61,16.44,0.219586374695864,NA,FALSE,NA,NA
YLR015W,505,19.96,25.92,0.770061728395062,NA,FALSE,NA,NA
YLR016C,204,24.23,37.64,0.643730074388948,-2.3,TRUE,1,1
YLR017W,337,139.98,136.55,1.02511900402783,NA,FALSE,NA,NA
YLR018C,299,46.81,69.46,0.673913043478261,NA,FALSE,NA,NA
YLR019W,397,34.79,62.36,0.557889672867223,NA,FALSE,NA,NA
YLR020C,538,25.89,54.06,0.478912319644839,-15.3,TRUE,40,0.4
YLR021W,179,46.44,60.76,0.764318630678078,NA,FALSE,NA,NA
YLR022C,250,91.25,89.18,1.02321148239516,-8.8,TRUE,6,0.666666666666667
YLR023C,543,20.3,55.02,0.368956743002544,NA,FALSE,NA,NA
YLR024C,1872,7.97,34.97,0.22790963683157,-7.7,TRUE,1,1
YLR025W,240,147.43,63.77,2.31190214834562,-5.7,TRUE,50,0.42
YLR026C,340,69.84,53.85,1.29693593314763,-4.8,TRUE,116,0.353448275862069
YLR027C,418,516.96,488.74,1.05774031182224,-6.8,TRUE,29,0.379310344827586
YLR028C,591,183.51,209.27,0.876905433172457,-7.6,TRUE,157,0.369426751592357
YLR032W,1169,15.96,26.99,0.591330122267507,NA,FALSE,NA,NA
YLR033W,502,45.82,55,0.833090909090909,-7.5,TRUE,54,0.407407407407407
YLR034C,473,86.02,109.46,0.785857847615567,-7.2,TRUE,166,0.379518072289157
YLR035C,695,4.97,13.95,0.356272401433692,-11.9,TRUE,40,0.4
YLR036C,203,27.45,35.88,0.76505016722408,NA,FALSE,NA,NA
YLR038C,83,260.49,111.48,2.33665231431647,NA,FALSE,NA,NA
YLR039C,1056,17.22,36.35,0.47372764786795,NA,FALSE,NA,NA
YLR040C,224,27.45,16.26,1.68819188191882,NA,FALSE,NA,NA
YLR042C,161,37.02,19.26,1.92211838006231,NA,FALSE,NA,NA
YLR043C,103,1221.65,857.2,1.42516332244517,-4.6,TRUE,28,0.392857142857143
YLR044C,563,23902.1,19774.38,1.20874080502145,-5.9,TRUE,31,0.419354838709677
YLR045C,888,32.48,50.88,0.638364779874214,NA,FALSE,NA,NA
YLR047C,686,6.58,26.83,0.245247856876631,-7.8,TRUE,274,0.372262773722628
YLR049C,428,38.97,57.38,0.67915650052283,NA,FALSE,NA,NA
YLR050C,161,76.62,81.62,0.938740504778241,-9.2,TRUE,12,0.416666666666667
YLR051C,217,111.73,71.44,1.56396976483763,-6.4,TRUE,22,0.363636363636364
YLR052W,250,51.13,64.37,0.794314121485164,-10.5,TRUE,7,0.714285714285714
YLR055C,602,41.48,51.01,0.813173887473044,NA,FALSE,NA,NA
YLR056W,365,587.61,636.7,0.922899324642689,-7.5,TRUE,70,0.385714285714286
YLR057W,849,15.22,36.17,0.420790710533591,-7.4,TRUE,66,0.393939393939394
YLR058C,469,1299.21,837.18,1.55188848276356,-2.8,TRUE,40,0.4
YLR059C,269,61.23,71.54,0.855884819681297,NA,FALSE,NA,NA
YLR060W,595,428.6,409.11,1.04763999902227,-4.4,TRUE,30,0.4
YLR061W,121,7171.79,3961.21,1.81050487098639,-2.7,TRUE,23,0.347826086956522
YLR063W,365,23.73,22.79,1.04124616059675,NA,FALSE,NA,NA
YLR064W,273,66.93,78.6,0.851526717557252,-10.1,TRUE,14,0.357142857142857
YLR065C,181,110.36,93.81,1.17642042426181,-11.9,TRUE,33,0.393939393939394
YLR066W,184,143.49,148.98,0.963149416028997,-7.7,TRUE,61,0.409836065573771
YLR067C,965,4.91,22.03,0.222877893781207,NA,FALSE,NA,NA
YLR068W,151,82.98,30.31,2.73771032662488,-7.4,TRUE,38,0.394736842105263
YLR069C,761,41.45,51.74,0.801120989563201,-7.1,TRUE,42,0.380952380952381
YLR070C,356,4.09,4.15,0.985542168674699,NA,FALSE,NA,NA
YLR071C,1082,24.76,59.68,0.414879356568365,NA,FALSE,NA,NA
YLR072W,693,18.6,33.8,0.550295857988166,-9.8,TRUE,21,0.333333333333333
YLR073C,200,34.44,71.61,0.480938416422287,NA,FALSE,NA,NA
YLR074C,166,175.95,110.88,1.58685064935065,NA,FALSE,NA,NA
YLR075W,221,9581.07,7104.14,1.34866007708181,-5,TRUE,22,0.363636363636364
YLR077W,583,23.3,48.12,0.484206151288446,-10.7,TRUE,28,0.392857142857143
YLR078C,244,53.74,71.4,0.75266106442577,NA,FALSE,NA,NA
YLR079W,284,80.62,92.37,0.872794197250189,-6.9,TRUE,41,0.390243902439024
YLR080W,444,8.76,7.2,1.21666666666667,NA,FALSE,NA,NA
YLR082C,392,17.04,16.82,1.01307966706302,NA,FALSE,NA,NA
YLR083C,667,119.04,167.2,0.711961722488038,NA,FALSE,NA,NA
YLR084C,1220,27.36,63.7,0.429513343799058,NA,FALSE,NA,NA
YLR085C,438,20.12,29.66,0.678354686446393,-9.4,TRUE,30,0.4
YLR086W,1418,19.01,44.04,0.431653042688465,-3.9,TRUE,57,0.385964912280702
YLR087C,2958,3.5,36.72,0.0953159041394336,NA,FALSE,NA,NA
YLR088W,614,53,77.43,0.684489216066124,-7.6,TRUE,33,0.393939393939394
YLR089C,592,95.87,111.15,0.862528115159694,-8.6,TRUE,222,0.373873873873874
YLR090W,459,31.46,52.32,0.601299694189602,NA,FALSE,NA,NA
YLR091W,293,7.16,14.78,0.484438430311231,NA,FALSE,NA,NA
YLR092W,893,1.76,5.62,0.313167259786477,NA,FALSE,NA,NA
YLR093C,253,109.27,98.43,1.11012902570355,-7.8,TRUE,56,0.392857142857143
